"course_code","sdg_number","sdg_name","addressed","justification","timestamp"
"BLDG4024","8","Decent Work and Economic Growth","Yes","The skills taught in business intelligence and data analytics are directly applicable to the construction and property industries, potentially leading to improved business performance and job opportunities.","2025-04-30 05:06:38.769158"
"BLDG4024","9","Industry, Innovation and Infrastructure","Yes","The course focuses on applying data analytics to the construction and property industries, which are key components of infrastructure development and industrial processes.","2025-04-30 05:06:38.769162"
"BLDG4024","0","analysed","analysed","analysed","2025-04-30 05:06:38.770274"
"INFS5922","4","Quality Education","Yes","The course provides postgraduate education in cybersecurity management.","2025-04-30 05:06:42.353665"
"INFS5922","8","Decent Work and Economic Growth","Yes","Cybersecurity management skills are essential for protecting businesses and contributing to a stable economy.","2025-04-30 05:06:42.353685"
"INFS5922","9","Industry, Innovation and Infrastructure","Yes","The course focuses on contemporary practices and technologies in cybersecurity, which are crucial for resilient infrastructure and innovation.","2025-04-30 05:06:42.353690"
"INFS5922","16","Peace, Justice and Strong Institutions","Yes","Effective cybersecurity management contributes to stronger institutions and can help prevent cybercrime, which aligns with promoting peaceful and inclusive societies.","2025-04-30 05:06:42.353707"
"INFS5922","0","analysed","analysed","analysed","2025-04-30 05:06:42.355168"
"JURD7777","17","Partnerships for the Goals","Yes","The course involves internships with host organisations, demonstrating a partnership between the university and external bodies.","2025-04-30 05:06:45.221352"
"ARTS1540","4","Quality Education","Yes","The course provides education in the Modern Greek language and culture, contributing to quality education.","2025-04-30 05:06:46.757022"
"ARTS1540","10","Reduced Inequalities","Yes","The course addresses linguistic and cultural diversity (CLO4), which can contribute to understanding and reducing inequalities related to cultural differences.","2025-04-30 05:06:46.757038"
"ARTS1540","0","analysed","analysed","analysed","2025-04-30 05:06:46.758419"
"SENG3994","4","Quality Education","Yes","The course is a university-level software engineering course providing technical and professional skills.","2025-04-30 05:06:49.008633"
"SENG3994","8","Decent Work and Economic Growth","Yes","The course prepares students for entry-level success as software engineers in industry through practical application and professional skill development.","2025-04-30 05:06:49.008642"
"SENG3994","9","Industry, Innovation and Infrastructure","Yes","The course focuses on applying software engineering principles and developing advanced software design skills relevant to industry.","2025-04-30 05:06:49.008644"
"SENG3994","0","analysed","analysed","analysed","2025-04-30 05:06:49.009381"
"COMM5202","4","Quality Education","Yes","The course is a postgraduate level course providing education on social and environmental sustainability in a business context.","2025-04-30 05:06:52.388736"
"COMM5202","8","Decent Work and Economic Growth","Yes","The course examines how social and environmental sustainability can lead to increased productivity, growth trajectory, and long-term value creation for businesses, which relates to economic growth and potentially decent work through attracting and retaining staff.","2025-04-30 05:06:52.388756"
"COMM5202","12","Responsible Consumption and Production","Yes","The course discusses resource efficiency and accounting for social and environmental impacts, which aligns with responsible consumption and production patterns.","2025-04-30 05:06:52.388766"
"COMM5202","13","Climate Action","Yes","Environmental sustainability is a core theme of the course, which directly relates to climate action.","2025-04-30 05:06:52.388769"
"COMM5202","16","Peace, Justice and Strong Institutions","Yes","The course covers corporate governance and ethical practices, which are relevant to strong institutions and potentially justice.","2025-04-30 05:06:52.388776"
"COMM5202","17","Partnerships for the Goals","Yes","The course emphasizes stakeholder theory and working collaboratively, which aligns with the concept of partnerships for achieving sustainability goals.","2025-04-30 05:06:52.388780"
"COMM5202","0","analysed","analysed","analysed","2025-04-30 05:06:52.389983"
"INST1005","4","Quality Education","Yes","The course provides undergraduate education in International Studies, developing critical and analytical skills.","2025-04-30 05:06:55.460464"
"INST1005","5","Gender Equality","Yes","Week 5 specifically covers ""Gender equality and Women’s Empowerment"".","2025-04-30 05:06:55.460480"
"INST1005","8","Decent Work and Economic Growth","Yes","The course explores the global economy and international trade, which are relevant to economic growth.","2025-04-30 05:06:55.460489"
"INST1005","10","Reduced Inequalities","Yes","The course examines global flows and their effects on countries in both the developed and developing world, implying a discussion of inequalities.","2025-04-30 05:06:55.460495"
"INST1005","11","Sustainable Cities and Communities","Yes","Week 10 covers ""City Futures: the global and beyond"", which relates to sustainable urban development.","2025-04-30 05:06:55.460499"
"INST1005","15","Life on Land","Yes","Week 7 covers ""Land, Resources and Conflict"", which can relate to sustainable land use and ecosystems.","2025-04-30 05:06:55.460510"
"INST1005","16","Peace, Justice and Strong Institutions","Yes","The course explores geopolitics, conflict, international organisations (like the UN), and changes to the structure of states, all relevant to peace, justice, and institutions.","2025-04-30 05:06:55.460515"
"INST1005","17","Partnerships for the Goals","Yes","The course examines international studies as an interdisciplinary endeavor and explores the role of international organisations, which aligns with the concept of global partnerships.","2025-04-30 05:06:55.460519"
"INST1005","0","analysed","analysed","analysed","2025-04-30 05:06:55.461870"
"JURD7682","1","No Poverty","Yes","The course examines economic and social rights and international trade and taxation, which are relevant to addressing poverty.","2025-04-30 05:07:00.989838"
"JURD7682","4","Quality Education","Yes","The course is a postgraduate level course providing education on global governance and social justice.","2025-04-30 05:07:00.989852"
"JURD7682","5","Gender Equality","Yes","The topic of ""Intersectionality and social justice"" suggests an examination of how different forms of inequality, including gender, intersect.","2025-04-30 05:07:00.989855"
"JURD7682","8","Decent Work and Economic Growth","Yes","The course includes ""International Labour Standards and Social Justice"" and examines international trade and economic globalization, which are relevant to decent work and economic growth.","2025-04-30 05:07:00.989861"
"JURD7682","10","Reduced Inequalities","Yes","The core theme of the course is ""Global Governance and Social Justice,"" which directly addresses reducing inequalities at global and regional levels. Topics like international trade, taxation, and corporate responsibility are also relevant.","2025-04-30 05:07:00.989866"
"JURD7682","16","Peace, Justice and Strong Institutions","Yes","The course examines the role of intergovernmental organisations, international agreements, and the UN system in advancing social justice, which directly relates to peace, justice, and strong institutions.","2025-04-30 05:07:00.989876"
"JURD7682","17","Partnerships for the Goals","Yes","The course focuses on the role of intergovernmental organisations, international processes, and civil society organisations in achieving social justice, which aligns with the concept of partnerships for the goals. The mention of MDGs/","2025-04-30 05:07:00.989879"
"JURD7682","0","analysed","analysed","analysed","2025-04-30 05:07:00.990907"
"POLS5120","4","Quality Education","Yes","The course is a postgraduate level course providing education in global politics and international relations.","2025-04-30 05:07:05.031215"
"POLS5120","5","Gender Equality","Yes","Feminist perspectives on global politics and the study of gender in international relations are explicitly covered in Week 3.","2025-04-30 05:07:05.031220"
"POLS5120","8","Decent Work and Economic Growth","Yes","The global economy and international political economy are central themes in Week 9, which relates to economic growth.","2025-04-30 05:07:05.031224"
"POLS5120","10","Reduced Inequalities","Yes","The course examines economic inequalities between states and the legacy of colonialism and decolonisation, which relates to reducing inequalities.","2025-04-30 05:07:05.031226"
"POLS5120","12","Responsible Consumption and Production","Yes","Consumption patterns are mentioned in the context of global environmental politics in Week 8.","2025-04-30 05:07:05.031229"
"POLS5120","13","Climate Action","Yes","Global environmental politics, including climate change, is a specific topic covered in Week 8.","2025-04-30 05:07:05.031231"
"POLS5120","16","Peace, Justice and Strong Institutions","Yes","The course examines conflict in contemporary world politics, global governance, international law, and the role of the nation-state and international institutions, all of which relate to peace, justice, and strong institutions.","2025-04-30 05:07:05.031234"
"POLS5120","17","Partnerships for the Goals","Yes","The course examines global governance, international relations, and the behaviour of key actors in the international system, which inherently involves partnerships and cooperation on a global scale.","2025-04-30 05:07:05.031235"
"POLS5120","0","analysed","analysed","analysed","2025-04-30 05:07:05.031875"
"ARCH7111","4","Quality Education","Yes","The course is a postgraduate architectural design studio providing specialized education.","2025-04-30 05:07:08.652078"
"ARCH7111","9","Industry, Innovation and Infrastructure","Yes","The course focuses on architectural design, which directly relates to infrastructure development.","2025-04-30 05:07:08.652097"
"ARCH7111","10","Reduced Inequalities","Yes","The course explicitly focuses on learning from, being inspired by, and designing from Indigenous knowledge, addressing historical and social inequalities.","2025-04-30 05:07:08.652101"
"ARCH7111","11","Sustainable Cities and Communities","Yes","The course involves site analysis including social, economic, and environmental conditions, and aims for context-appropriate and site-sensitive design proposals, which are key aspects of sustainable urban development.","2025-04-30 05:07:08.652106"
"ARCH7111","13","Climate Action","Yes","The course includes analysis of environmental conditions and aims for context-appropriate design, which can implicitly involve considerations for climate action in architectural design.","2025-04-30 05:07:08.652113"
"ARCH7111","15","Life on Land","Yes","The course involves site analysis including environmental conditions and designing in a site-sensitive manner, which can relate to protecting terrestrial ecosystems.","2025-04-30 05:07:08.652119"
"ARCH7111","17","Partnerships for the Goals","Yes","The course emphasizes collaborative research across cultural, political, and disciplinary boundaries, which aligns with the spirit of partnerships.","2025-04-30 05:07:08.652124"
"ARCH7111","0","analysed","analysed","analysed","2025-04-30 05:07:08.653392"
"GEOS2181","4","Quality Education","Yes","The course provides undergraduate education in Earth Materials, covering theoretical and practical aspects of mineralogy and petrology.","2025-04-30 05:07:11.333733"
"GEOS2181","9","Industry, Innovation and Infrastructure","Yes","The course is fundamental for students in Civil and Mining Engineering, which are industries related to infrastructure development and resource extraction.","2025-04-30 05:07:11.333751"
"GEOS2181","0","analysed","analysed","analysed","2025-04-30 05:07:11.335492"
"BEES1041","4","Quality Education","Yes","The course provides undergraduate education in biological, earth, and environmental sciences, focusing on scientific methods and data analysis.","2025-04-30 05:07:14.097750"
"BEES1041","8","Decent Work and Economic Growth","Yes","The course aims to introduce students to career options and pathways within the biological, earth, and environmental sciences, contributing to future employment.","2025-04-30 05:07:14.097768"
"BEES1041","13","Climate Action","Yes","The course addresses contemporary environmental problems and issues, which likely include climate change.","2025-04-30 05:07:14.097780"
"BEES1041","14","Life Below Water","Yes","The course covers biological and environmental sciences, which can include aquatic ecosystems.","2025-04-30 05:07:14.097784"
"BEES1041","15","Life on Land","Yes","The course covers biological and environmental sciences, which directly relate to terrestrial ecosystems and biodiversity.","2025-04-30 05:07:14.097788"
"BEES1041","0","analysed","analysed","analysed","2025-04-30 05:07:14.099092"
"ATSI3003","4","Quality Education","Yes","The course provides education on Indigenous cultural heritage and environmental management, contributing to quality education.","2025-04-30 05:07:16.555360"
"ATSI3003","10","Reduced Inequalities","Yes","The course focuses on Indigenous perspectives and knowledge systems, promoting understanding and reducing inequalities between Indigenous and non-Indigenous knowledge.","2025-04-30 05:07:16.555372"
"ATSI3003","11","Sustainable Cities and Communities","Yes","The course explores cultural heritage management and its link to sustainable practices within communities.","2025-04-30 05:07:16.555376"
"ATSI3003","13","Climate Action","Yes","The course discusses the link between Indigenous knowledge systems and land/environment conservation, which is relevant to climate action.","2025-04-30 05:07:16.555380"
"ATSI3003","15","Life on Land","Yes","The course directly addresses the management of country and the environment from Indigenous perspectives, focusing on life on land.","2025-04-30 05:07:16.555384"
"ATSI3003","16","Peace, Justice and Strong Institutions","Yes","The course touches upon the ongoing issues associated with colonisation and the engagement with Aboriginal community members, which relates to justice and potentially stronger institutions through understanding.","2025-04-30 05:07:16.555388"
"ATSI3003","17","Partnerships for the Goals","Yes","The course involves engaging with Aboriginal community members and learning from Traditional Owners, demonstrating a partnership approach to learning and addressing relevant issues.","2025-04-30 05:07:16.555391"
"ATSI3003","0","analysed","analysed","analysed","2025-04-30 05:07:16.556490"
"ARTS2785","4","Quality Education","Yes","The course provides undergraduate education in European history and studies.","2025-04-30 05:07:19.526005"
"ARTS2785","16","Peace, Justice, and Strong Institutions","Yes","The course directly examines the causes and consequences of wars, the rise of radical political movements, and threats to liberal democracies, which are relevant to understanding peace, justice, and the breakdown of institutions.","2025-04-30 05:07:19.526060"
"ARTS2785","0","analysed","analysed","analysed","2025-04-30 05:07:19.528141"
"MANF9544","4","Quality Education","Yes","The course is a postgraduate level course providing specialized education in Concurrent Product and Process Design.","2025-04-30 05:07:21.573113"
"MANF9544","8","Decent Work and Economic Growth","Yes","The course focuses on improving product development processes and manufacturing systems, which can contribute to increased productivity and economic growth.","2025-04-30 05:07:21.573123"
"MANF9544","9","Industry, Innovation and Infrastructure","Yes","The course directly addresses concepts like Concurrent Engineering, Design for Manufacture, Design for Assembly, Rapid Prototyping, Digitalization, and Industry 4.0, all of which are crucial for industrial innovation and infrastructure development.","2025-04-30 05:07:21.573126"
"MANF9544","12","Responsible Consumption and Production","Yes","The inclusion of ""Design for Environment (DFE)"" indicates a focus on designing products and processes with environmental considerations, promoting more sustainable production and consumption patterns.","2025-04-30 05:07:21.573130"
"MANF9544","0","analysed","analysed","analysed","2025-04-30 05:07:21.574136"
"SOLA5056","1","No Poverty","Yes","The course aims to improve livelihoods and economic prosperity in developing countries through access to energy services.","2025-04-30 05:07:26.385009"
"SOLA5056","2","Zero Hunger","Yes","The course mentions the Food Water Energy Nexus, implying a connection between energy access and food security.","2025-04-30 05:07:26.385018"
"SOLA5056","3","Good Health and Well-being","Yes","The course states that energy services are critical for health.","2025-04-30 05:07:26.385020"
"SOLA5056","4","Quality Education","Yes","The course is a university-level course providing technical and practical education in sustainable energy for developing countries.","2025-04-30 05:07:26.385023"
"SOLA5056","6","Clean Water and Sanitation","Yes","The course includes a lecture on ""Clean Water"" and mentions the Food Water Energy Nexus, indicating a link between energy and water access.","2025-04-30 05:07:26.385027"
"SOLA5056","7","Affordable and Clean Energy","Yes","The core focus of the course is on providing accessible, affordable, and appropriate sustainable energy services in developing countries.","2025-04-30 05:07:26.385030"
"SOLA5056","8","Decent Work and Economic Growth","Yes","The course aims to enable productive activities and economic prosperity through energy access and focuses on sustainable project implementation models.","2025-04-30 05:07:26.385033"
"SOLA5056","9","Industry, Innovation and Infrastructure","Yes","The course focuses on developing and implementing sustainable energy infrastructure in developing countries.","2025-04-30 05:07:26.385036"
"SOLA5056","10","Reduced Inequalities","Yes","The course specifically addresses providing energy access to disadvantaged communities and rural areas in developing countries, aiming to reduce inequalities in energy access.","2025-04-30 05:07:26.385039"
"SOLA5056","11","Sustainable Cities and Communities","Yes","The course focuses on sustainable rural energy projects and improving energy access in urban slums and disadvantaged communities.","2025-04-30 05:07:26.385041"
"SOLA5056","12","Responsible Consumption and Production","Yes","The course involves designing and specifying efficient and affordable energy end-use equipment and appliances, promoting responsible consumption.","2025-04-30 05:07:26.385044"
"SOLA5056","13","Climate Action","Yes","The course focuses on renewable energy technologies, which contribute to climate change mitigation.","2025-04-30 05:07:26.385046"
"SOLA5056","16","Peace, Justice and Strong Institutions","Yes","The course mentions working in fragile states and communities in disaster recovery, implying a connection to peace and stability. It also discusses implementation models and capacity building, which relate to strong institutions.","2025-04-30 05:07:26.385052"
"SOLA5056","17","Partnerships for the Goals","Yes","The course involves working on real-life projects for communities and emphasizes collaboration and working in interdisciplinary teams.","2025-04-30 05:07:26.385054"
"SOLA5056","0","analysed","analysed","analysed","2025-04-30 05:07:26.385921"
"ARTS3870","4","Quality Education","Yes","The course is a university-level course providing education in social sciences and research skills.","2025-04-30 05:07:28.741168"
"ARTS3870","5","Gender Equality","Yes","The course explicitly mentions exploring ""standpoints and intersectionality"" and how knowledge and experience are shaped by ""social structures, factors, and forms of oppression,"" which directly relates to addressing gender inequality and other forms of discrimination.","2025-04-30 05:07:28.741185"
"ARTS3870","10","Reduced Inequalities","Yes","The course examines ""inequalities and social change"" and explores how ""the production of knowledge and experience is shaped by social structures, factors, and forms of oppression,"" directly addressing the reduction of inequalities.","2025-04-30 05:07:28.741191"
"ARTS3870","16","Peace, Justice and Strong Institutions","Yes","The course explores ""relationships between theory and practice, human and non-worlds, identity and power, crisis and communities,"" and how to mobilize sociological knowledge for ""positive changemaking in the world,"" which aligns with promoting peaceful and inclusive societies for sustainable development.","2025-04-30 05:07:28.741196"
"ARTS3870","17","Partnerships for the Goals","Yes","The course involves a guest speaker and peer review, indicating collaboration and partnerships in learning and knowledge sharing.","2025-04-30 05:07:28.741201"
"ARTS3870","0","analysed","analysed","analysed","2025-04-30 05:07:28.742835"
"MDIA2093","4","Quality Education","Yes","The course provides undergraduate education in social media analysis.","2025-04-30 05:07:31.505445"
"MDIA2093","16","Peace, Justice and Strong Institutions","Yes","The course examines the ""social and political power held by these platforms, and the critical implications of their design and governance,"" which relates to justice and potentially strong institutions in the digital sphere.","2025-04-30 05:07:31.505480"
"MDIA2093","0","analysed","analysed","analysed","2025-04-30 05:07:31.506960"
"JURD7581","4","Quality Education","Yes","The course is a postgraduate level course providing advanced legal education in statutory interpretation.","2025-04-30 05:07:32.720398"
"JURD7581","16","Peace, Justice and Strong Institutions","Yes","The course focuses on the interpretation of statutes by courts, which is fundamental to the functioning of legal systems and institutions. It examines the relationship between statute, common law, and the Constitution, and the roles of courts and Parliament.","2025-04-30 05:07:32.720413"
"JURD7581","0","analysed","analysed","analysed","2025-04-30 05:07:32.721680"
"ZPEM3532","4","Quality Education","Yes","The course provides advanced education and research skills in Physics and Oceanography.","2025-04-30 05:07:36.011559"
"ZPEM3532","14","Life Below Water","Yes","The course includes Oceanography as a major component and offers research projects in this area, directly relating to the study of marine environments.","2025-04-30 05:07:36.011593"
"ZPEM3532","0","analysed","analysed","analysed","2025-04-30 05:07:36.013145"
"FOOD8801","2","Zero Hunger","Yes","The course focuses on food processing and preservation techniques (refrigeration, dehydration, packaging), which are crucial for reducing food loss and waste and improving food security.","2025-04-30 05:07:38.878003"
"FOOD8801","3","Good Health and Well-being","Yes","Food processing techniques discussed in the course aim to produce food products that are safe to eat and provide nutrition, contributing to health and well-being.","2025-04-30 05:07:38.878010"
"FOOD8801","4","Quality Education","Yes","The course provides postgraduate-level education in food processing engineering, contributing to quality education in a specialized field.","2025-04-30 05:07:38.878012"
"FOOD8801","9","Industry, Innovation and Infrastructure","Yes","The course focuses on industrial food manufacturing processes, equipment, and optimization, directly relating to industry and infrastructure development in the food sector.","2025-04-30 05:07:38.878014"
"FOOD8801","12","Responsible Consumption and Production","Yes","The course covers packaging and processing techniques that can contribute to reducing food waste and improving the efficiency of food production, aligning with responsible consumption and production principles.","2025-04-30 05:07:38.878016"
"FOOD8801","0","analysed","analysed","analysed","2025-04-30 05:07:38.878823"
"PHCM9132","3","Good Health and Well-being","Yes","The course focuses on applied research methods for public health, directly contributing to understanding and addressing health issues.","2025-04-30 05:07:40.721361"
"PHCM9132","4","Quality Education","Yes","The course is a postgraduate-level program providing education in research methods.","2025-04-30 05:07:40.721374"
"PHCM9132","17","Partnerships for the Goals","Yes","The course involves research which can inform policy development and health service management, implying collaboration with stakeholders.","2025-04-30 05:07:40.721379"
"PHCM9132","0","analysed","analysed","analysed","2025-04-30 05:07:40.722826"
"FINS5548","4","Quality Education","Yes","The course is a postgraduate-level program providing specialized education in Financial Technology.","2025-04-30 05:07:42.887666"
"FINS5548","8","Decent Work and Economic Growth","Yes","The course focuses on FinTech innovation and its implications for the banking and finance sector, which is directly related to economic growth and potential for decent work in the industry.","2025-04-30 05:07:42.887685"
"FINS5548","9","Industry, Innovation and Infrastructure","Yes","The course explicitly deals with technological advances, innovation (FinTech innovation, disruptive methodologies), and infrastructure (FinTech infrastructure, banking technology) within the financial industry.","2025-04-30 05:07:42.887692"
"FINS5548","17","Partnerships for the Goals","Yes","The course emphasizes collaboration and teamwork (CLO4, CLO5, Group Project), which aligns with the spirit of partnership, although not explicitly stated in the context of global goals.","2025-04-30 05:07:42.887700"
"FINS5548","0","analysed","analysed","analysed","2025-04-30 05:07:42.888887"
"AVIA2501","4","Quality Education","Yes","The course provides specialized education in airline marketing strategies, contributing to the development of skills for a career in the aviation industry.","2025-04-30 05:07:44.728241"
"AVIA2501","8","Decent Work and Economic Growth","Yes","The course aims to prepare students for successful careers in the aviation industry, contributing to economic growth through employment.","2025-04-30 05:07:44.728257"
"AVIA2501","9","Industry, Innovation and Infrastructure","Yes","The course focuses on the airline industry, a key component of infrastructure, and explores marketing strategies relevant to this sector.","2025-04-30 05:07:44.728263"
"AVIA2501","17","Partnerships for the Goals","Yes","The course includes guest lectures from industry experts (Bonza, Tourism Australia, Qantas), demonstrating partnerships between academia and industry.","2025-04-30 05:07:44.728267"
"AVIA2501","0","analysed","analysed","analysed","2025-04-30 05:07:44.729741"
"LAWS3332","4","Quality Education","Yes","The course is a university-level law course providing education in legal and social theory.","2025-04-30 05:07:48.403519"
"LAWS3332","5","Gender Equality","Yes","The course description mentions examining how law is influenced by beliefs about gender, suggesting an analysis of gender inequality within the legal system.","2025-04-30 05:07:48.403534"
"LAWS3332","8","Decent Work and Economic Growth","Yes","The course examines the intersection of law and the economy, including the influence of the economy on the legal system and vice versa, which relates to economic growth and work.","2025-04-30 05:07:48.403542"
"LAWS3332","10","Reduced Inequalities","Yes","The course examines how law is influenced by beliefs about class and race, and the treatment of refugees, directly addressing issues of inequality.","2025-04-30 05:07:48.403548"
"LAWS3332","13","Climate Action","Yes","The course description explicitly mentions examining the legal and political response to climate change.","2025-04-30 05:07:48.403557"
"LAWS3332","16","Peace, Justice and Strong Institutions","Yes","The course focuses on law, legal systems, institutions, and their relationship with political actors like the state, directly aligning with the goal of strong institutions and justice.","2025-04-30 05:07:48.403564"
"LAWS3332","0","analysed","analysed","analysed","2025-04-30 05:07:48.404943"
"BABS3061","3","Good Health and Well-being","Yes","The course focuses on medical biotechnology innovations for diagnosing and treating diseases, directly contributing to health and well-being.","2025-04-30 05:07:50.244552"
"BABS3061","4","Quality Education","Yes","The course provides undergraduate education in medical biotechnology, including theoretical knowledge and practical skills.","2025-04-30 05:07:50.244562"
"BABS3061","9","Industry, Innovation and Infrastructure","Yes","The course covers biotechnology innovation, pre-clinical development of therapeutics, and the biotechnology industry.","2025-04-30 05:07:50.244565"
"BABS3061","17","Partnerships for the Goals","Yes","The course outline mentions collaboration with UNSW Founders, suggesting a partnership aspect.","2025-04-30 05:07:50.244568"
"BABS3061","0","analysed","analysed","analysed","2025-04-30 05:07:50.245576"
"SAHT9310","4","Quality Education","Yes","The course is a postgraduate level course providing specialized knowledge and skills in museology and curatorial practices.","2025-04-30 05:07:52.908873"
"SAHT9310","8","Decent Work and Economic Growth","Yes","The course prepares students for professional practice in the creative and cultural industries, contributing to economic growth in this sector.","2025-04-30 05:07:52.908890"
"SAHT9310","10","Reduced Inequalities","Yes","The course includes topics like ""The Museum’s Public(s): Difference and Inclusion"" and critically analyzes institutional forms in relation to diverse contexts, addressing inequalities in access and representation.","2025-04-30 05:07:52.908898"
"SAHT9310","11","Sustainable Cities and Communities","Yes","Museums and cultural institutions play a role in shaping sustainable communities and preserving cultural heritage, which is implicitly addressed by the course's focus on the role of these institutions.","2025-04-30 05:07:52.908904"
"SAHT9310","16","Peace, Justice and Strong Institutions","Yes","The course critically examines the history, purpose, and strategies of institutions, including their role in the contestation of power and public meaning-making, which relates to the function of strong and just institutions.","2025-04-30 05:07:52.908910"
"SAHT9310","0","analysed","analysed","analysed","2025-04-30 05:07:52.910204"
"MATH5525","4","Quality Education","Yes","The course is a postgraduate level course in pure mathematics, contributing to advanced knowledge and skills.","2025-04-30 05:07:54.857923"
"MATH5525","0","analysed","analysed","analysed","2025-04-30 05:07:54.858318"
"MARK2071","4","Quality Education","Yes","The course provides undergraduate-level education in international and global marketing, developing business knowledge and skills.","2025-04-30 05:07:56.626255"
"MARK2071","8","Decent Work and Economic Growth","Yes","The course focuses on international marketing, market entry strategies, and globalization, which are directly related to economic growth and creating opportunities for decent work in a global context.","2025-04-30 05:07:56.626268"
"MARK2071","17","Partnerships for the Goals","Yes","The course addresses international business and global markets, inherently involving interactions and potential partnerships between entities in different countries.","2025-04-30 05:07:56.626273"
"MARK2071","0","analysed","analysed","analysed","2025-04-30 05:07:56.627528"
"PHCM3010","3","Good Health and Well-being","Yes","The course directly focuses on environmental factors influencing health and well-being.","2025-04-30 05:07:59.153478"
"PHCM3010","4","Quality Education","Yes","The course provides undergraduate education in environmental health.","2025-04-30 05:07:59.153490"
"PHCM3010","6","Clean Water and Sanitation","Yes","The course schedule includes a topic on ""Water & Heavy Metals"".","2025-04-30 05:07:59.153494"
"PHCM3010","11","Sustainable Cities and Communities","Yes","The course discusses the impact of built environments and transport on health.","2025-04-30 05:07:59.153501"
"PHCM3010","13","Climate Action","Yes","Aspects of climate change concerning health, behaviour, and well-being are explored.","2025-04-30 05:07:59.153506"
"PHCM3010","15","Life on Land","Yes","The course schedule includes topics on ""Green Space"" and ""Rural Draught Stress"", relating to natural environments.","2025-04-30 05:07:59.153510"
"PHCM3010","17","Partnerships for the Goals","Yes","The course mentions international public health and case studies from other countries, implying a global perspective and potential for partnerships.","2025-04-30 05:07:59.153514"
"PHCM3010","0","analysed","analysed","analysed","2025-04-30 05:07:59.154752"
"MDIA2091","4","Quality Education","Yes","The course provides academic education in media studies, focusing on mobile media.","2025-04-30 05:08:01.099201"
"MDIA2091","9","Industry, Innovation and Infrastructure","Yes","The course analyzes mobile media design and use, which relates to infrastructure and innovation in the digital industry.","2025-04-30 05:08:01.099211"
"MDIA2091","11","Sustainable Cities and Communities","Yes","The course examines the relationship between mobile media, social networks, and cultural contexts, which can impact how people interact within communities.","2025-04-30 05:08:01.099215"
"MDIA2091","16","Peace, Justice and Strong Institutions","Yes","The course includes content on ""News apps and 'fake news'"" and ""Mobile eyewitness and war,"" which directly relate to issues of information integrity and conflict.","2025-04-30 05:08:01.099218"
"MDIA2091","0","analysed","analysed","analysed","2025-04-30 05:08:01.100222"
"MUSC1805","4","Quality Education","Yes","The course provides education in music creation, performance, and industry knowledge.","2025-04-30 05:08:02.839750"
"MUSC1805","8","Decent Work and Economic Growth","Yes","The course addresses career building and the music industry, which relates to employment and economic activity.","2025-04-30 05:08:02.839760"
"MUSC1805","9","Industry, Innovation and Infrastructure","Yes","The course focuses on the creation of electronic music using purpose-built labs and electronic tools, which relates to industry and innovation.","2025-04-30 05:08:02.839764"
"MUSC1805","17","Partnerships for the Goals","Yes","The course involves engagement with leading Australian and international music makers in masterclasses, which can be seen as a form of partnership for learning and knowledge sharing.","2025-04-30 05:08:02.839767"
"MUSC1805","0","analysed","analysed","analysed","2025-04-30 05:08:02.841168"
"LAWS3022","4","Quality Education","Yes","The course provides legal education in competition law.","2025-04-30 05:08:05.195944"
"LAWS3022","8","Decent Work and Economic Growth","Yes","Competition law aims to ensure fair market practices which can contribute to economic growth and potentially decent work conditions by preventing anti-competitive behaviour.","2025-04-30 05:08:05.195964"
"LAWS3022","9","Industry, Innovation and Infrastructure","Yes","Competition law directly impacts industry structure and operations by regulating mergers and anti-competitive practices.","2025-04-30 05:08:05.195969"
"LAWS3022","16","Peace, Justice and Strong Institutions","Yes","The course focuses on the legal framework (Competition and Consumer Act) and the role of institutions like the ACCC in enforcing competition law, contributing to justice and strong institutions.","2025-04-30 05:08:05.195985"
"LAWS3022","0","analysed","analysed","analysed","2025-04-30 05:08:05.197552"
"BEIL0009","4","Quality Education","Yes","The course provides technical and practical education in exhibition design, contributing to skills development.","2025-04-30 05:08:07.550579"
"BEIL0009","8","Decent Work and Economic Growth","Yes","The course focuses on skills relevant to the design and production industry, potentially leading to employment opportunities.","2025-04-30 05:08:07.550593"
"BEIL0009","9","Industry, Innovation and Infrastructure","Yes","The course involves design and implementation processes related to built environments and exhibitions, which are part of infrastructure and industry.","2025-04-30 05:08:07.550597"
"BEIL0009","0","analysed","analysed","analysed","2025-04-30 05:08:07.551981"
"PHCM2002","3","Good Health and Well-being","Yes","The course focuses on biostatistics, which is a cornerstone of public health research and evidence-based health policy and practice.","2025-04-30 05:08:09.802164"
"PHCM2002","4","Quality Education","Yes","The course provides undergraduate education in biostatistics within the Faculty of Medicine and Health.","2025-04-30 05:08:09.802168"
"PHCM2002","17","Partnerships for the Goals","Yes","The course contributes to building capacity in public health research and practice, which is essential for achieving many of the","2025-04-30 05:08:09.802169"
"PHCM2002","0","analysed","analysed","analysed","2025-04-30 05:08:09.802620"
"PLAN4005","4","Quality Education","Yes","Course is a capstone undergraduate planning course providing research and analytical skills.","2025-04-30 05:08:11.856932"
"PLAN4005","11","Sustainable Cities and Communities","Yes","Course is a planning thesis, strongly implying research related to urban and community development.","2025-04-30 05:08:11.856949"
"PLAN4005","16","Peace, Justice and Strong Institutions","Yes","Course includes a learning outcome on ethical considerations in research.","2025-04-30 05:08:11.856957"
