course_code,course_name
IDES1315,Industrial Design Communications B: Digital Visualisation
LAWS2277,Transitional Module: LRW - Australian Law
ECON6313,Public Economics and Regulation
ARTS3061,Screen Production III (Video Project)
ARTS3820,"How to start a revolution: activism, social movements and political change"
INFS3703,Information Systems Project Management
MATH2241,Introduction to Atmosphere and Ocean Dynamics
JURD7527,Drug Law and Policy
ZPEM2113,Inorganic Chemistry and Spectroscopy
MGMT5908,Strategic Human Resource Management
ARTS3242,Environmental History
LAWS8197,Law Schools Global League Summer School
COMP3901,Special Project A
ELEC9715,Electricity Industry Operation and Control
GMAT4400,Land Management Project
CRIM2038,Young People and Juvenile Justice
SWCH9021,Common Urogynaecological Conditions
MARK8996,Research Seminar in Marketing
GEOS3141,Mineral and Energy Resources
CEIC9007,Product Research and Design Project A
EDST5889,Minor Thesis
ZPEM8208,Human Factors and the Technological Interface
IEST6911,Climate Crisis & Action
ACCT4852,Current Developments in Accounting Research - Managerial
ANAT3411,Neuroanatomy
MGMT3102,Asia-Pacific Business
SOLA9105,Renewable Energy System Design
ZEIT8039,Reliability Engineering Assurance
ZEIT8115,Information Operations
JURD7321,Foundations of Intellectual Property Law
LAWS8068,Law and Policy for Sustainable Development
IDES4114,Industrial Design Capstone Project B
INFS5885,Business in the Digital Age
DDES2120,Object 2: Objects and Place
ZBUS8310,Commercial Skills in the Public Sector
LAWS8044,Electronic Commerce Law
ZBUS3303,Logistics Management
AVIA2025,Introduction to Airborne Drone Management
LAWS8183,International Commercial Arbitration
FINS5514,Capital Budgeting and Financial Decisions
GMAT9600,Principles of Remote Sensing
PHCM9748,Clinical Governance and Risk Management
EDST5452,Contemporary Issues in Language Education
MATS6004,Materials Industry Management
ZEIT8021,Information Assurance and Security
MODL5103,Multimedia Translation
JURD7382,Advanced Administrative Law
ACCT5937,CPA Strategic Management Accounting
LAWS3305,Kingsford Legal Centre Employment Law Clinic (Intensive)
JURD7645,CIBEL Elective (Tsinghua)
MINE8850,Mine Design and Feasibility
FINS5533,Real Estate Finance and Investment
EDST6780,Mathematics 2 (3-6)
JURD7323,Chinese Legal System (SJTU)
TABL5501,Taxation of Commercial Transactions
BIOS2051,Plant Biology
PHCM9782,Infectious Diseases Challenges: Epidemiology and Control
BLDG1014,Building Measurement 1
ZPEM1307,Computational Problem Solving
PHYS1221,Physics 1B
JURD7381,International Humanitarian Law
ZEIT8231,Test and Evaluation
ARTS3632,Japanese 7
ZBUS8204,Marketing
COMP9491,Applied Artificial Intelligence
GMAT2120,Surveying and Geospatial Technology
ZEIT3804,Aviation Science Project
LAWS8150,Foundations of Private Law
DDES9154,Wearable and Bio- Sensing Interactions
MARK3085,Digital Marketing and Web Analytics
MGMT2705,Industrial Relations
LING5035,Language and Meaning
PSYC5001,Introduction to Psychology 1
ELEC9732,Analysis and Design of Non-linear Control
FOOD4104,Food and Health Security
PSYC1029,"Psychobiology of Sex, Love and Attraction"
MATS3007,Materials Industry Management
MDIA2000,Animating Media
PATH3206,Cancer Pathology
GEOS2291,Earth's Systems and Sustainability
DDES9151,Interaction Design Foundations
MDIA5029,Advertising Theory and Practice
MICR3071,Environmental Microbiology
NEUR3101,Muscle and Motor Control
COMM5022,Industry Experience Program
ARCH7112,Integrated Design Studio 1
ELEC2133,Analogue Electronics
PLAN2002,Geographical Information Systems and Urban Informatics
ACTL3142,Statistical Machine Learning for Risk and Actuarial Applications
INFS3202,Industry Placement 2
MDIA2008,Radio and Podcast Journalism
COMP6741,Algorithms for Intractable Problems
ECON3203,Econometric Theory and Methods
MODL5102,Interpreting in Community Settings
MDIA2005,Creative Advertising
MANF9400,Industrial Management
MUSC2002,Living Music
AVIA2113,"Commercial Human Factors, Flight Rules and Air Law"
ARTS2040,Global Literature Now: Reading the Literary Present
ARCH2170,Building Information Modelling
ARTS2906,History of Sexuality
BLDG2023,Construction Planning
GENC3004,Personal Finance
DART3203,Professional Practice
EDST6765,Professional Experience 2/Internship
ZEIT8007,Space Operations
MDIA2012,Promotional Cultures
ACCT5910,Business Analysis and Valuation
AVIA5032,Quantitative Analysis in Aviation Economics
PHCM9789,Bioterrorism and Health Intelligence
LAWS1160,Administrative Law
JURD7302,Advanced Criminal Law
MATH1141,Higher Mathematics 1A
MATH5165,Optimization
LAWS8182,Global Governance and Social Justice
EDST5442,Advanced Professional Practice
LAWS3086,International Law Competitive Moot
DART3150,Sculpture 3: Advanced Practice
DDES9121,Textiles: Contemporary Studio
ARTS3378,Ethics: Advanced Topics
FINS2622,Asia-Pacific Capital Markets
CLIM6001,Climate Systems Science
ZEIT8016,Capability Development
JURD7665,Skills in Dispute Management
LAND2412,Landscape Studio 9: Urban Public Domain
ZEIT8025,Reverse Engineering
PHYS6118,Quantum Physics of Solids and Devices for SQA
ELEC4611,Power System Equipment
MATH1131,Mathematics 1A
PHSL2201,Physiology 1B
PLTX2040,Practicum
ZEIT3803,Air Traffic Management
LAWS2320,Legal Theory
JURD7130,"Lawyers, Ethics and Justice"
MGMT5603,Global Business Strategy
ENGG4103,International Humanitarian Response
ARCH7202,Major Design Studio
MATH5361,"Stochastic Differential Equations: Theory, Applications, and Numerical Methods"
LAWS3346,Law and Technology: Comparative Perspectives (UNSW/ UZH)
AGSM9101,Project Management (WEB Weekly)
MINE4710,Mine Management
GMAT1110,Surveying and Geospatial Engineering
SOSS2005,Politics and Policy
MDIA2096,Media and Social Justice
CONS0010,Construction Contract Administration
EDST5113,Students on the Autism Spectrum
PHYS3299,Physics Work Placement 2
DDES1022,Object as Architecture: Jewellery and Metal Design
MATS3199,Materials Science Work Placement 1
DART4201,Media Arts Honours Research Project 1
ZBUS8103,Strategic Human Resources
CHEM7001,Chemical Safety & Legislation
MODL5108,Translation Certification Preparation
DDES2161,Textiles 3: Future Textiles
DESN1000,Introduction to Engineering Design and Innovation
CHEM1832,Chemistry for Health Sciences
COMP9991,Research Project A
ARTS3756,Current Debates in Global Development
BABS3299,BABS Work Placement 2
EDST5451,Educational Policy: Theory and Practice
SOCW7857,Refugees and Forced Migration
LAND7312,Masters Landscape Studio: Capstone Part 1
ACTL4305,Actuarial Data Science Applications
MATH2831,Linear Models
MUSC1901,What's Music About?
ARTS2821,"Colonialism: Resistance, Justice, and Transition"
ACTL3191,Superannuation and Retirement Benefits
PSYC3001,Research Methods 3
LAWS8165,Skills in Dispute Management
LAWS3216,Food Law
DESN3000,Strategic Design Innovation
INFS5871,Supply Chains and Logistics Design
AVIA5040,Safety Risk Management
INFS4831,Information Systems Consulting
MTRN4230,Robotics
ZEIT4161,Algorithms for Robotics and Autonomous Systems
MATH2069,Mathematics 2A
SOCW3012,Social Work Practice Level 3 Placement A
BIOM9811,"Applications of Light in Engineering, Technology and the Life Sciences"
PTRL5009,Well Drilling Equipment and Operations
DART3310,Global Contemporary Art
BENV7502,Geodesign
MNGT5211,"Accounting and Financial Management (Full-time, Session 2, Kensington)"
ARTS2248,Disasters and Society
ZEIT8136,Software Project Management
SRAP5001,Policy Analysis
LAWS2385,Equity and Trusts
REST0007,Asset and Facilities Management
BLDG4020,Total Building Performance and Management
SUSD0001,Sustainable Development and the Urban Environment
MINE8440,Mining Industry Research Project 1
PSYC7233,Professional and Ethical Practice (Clinical) 3
PSYC4103,Psychology 4B
PHCM9606,Maternal and Child Health
DIET2005,Health Communication
SCIF1131,Introductory Skills for Science
EDST6923,Physics Method 1
DART2130,Photography 2: Studio Processes
ARTS3819,Emerging Challenges in International Security
IEST5005,Environmental Communication: Culture and Transformation
AVIA3299,Aviation Work Placement 2
JURD7122,Criminal Laws
JURD7671,Transnational Legal Studies B
MATH3821,Statistical Modelling and Computing
GENL0251,"Managers, Media, Players and Spectators"
BEES6741,Astrobiology: Life in the Universe
LAWS3777,Law Internships: Extended
LAWS8346,Law and Technology: Comparative Perspectives (UNSW/ UZH)
DART2311,East Asian Contemporary Art
MDIA2014,"Time, Space, Experience"
ARTS3481,French 6
INFS5603,Business Analysis and Agile Product Management
ARTS4268,Methodologies in the Social Sciences: Questions and Quandaries
AVIA3011,Human Factors Tools and Methods
JURD7484,International Trade Law: The Law and Policy of the WTO
MATS6104,Physical Properties of Materials
JURD7141,Principles of Public Law
LAWS3412,Discrimination and the Law
ECON6202,Policy Evaluation Methods
ZZCA9221,Cyber Management and Governance
TABL5510,Taxation and Regulation of Superannuation
EDST6702,English Method 1
PHCM9441,Healthcare Economics and Financial Management
DART2231,Moving Image 3: Advanced Practice
ARTS2816,Who Gets What? The Global Politics of Inequality
DDES4102,Design Honours Studio Research Project 2
MDIA5011,"Professional Media Practices: Creating, Publishing and Publicising Digital Journalism"
ARTS3814,Australian Foreign Policy
MMAN2700,Thermodynamics
MDIA2003,Features Journalism
COMP9444,Neural Networks and Deep Learning
CDEV3000,Practice of Work
CHEM1777,Chemistry of Cosmetics and Personal Care Products
FOOD3030,Food Safety and Quality Assurance
TELE9781,Special Topics in Telecommunications 1
ARTS2213,Asian Popular Culture
ZPEM2508,"Chemical, Biological, Radiological, Nuclear, Explosives"
OPTM3133,Vision Science in the Consulting Room
ARTS2754,Research for Impact in Global Development
MARK3092,Brand Management
DART9001,Animation Studio
ZEIT8510,Explosive Ordnance Design and Systems
MODL5105,Conference Interpreting
LAWS3181,International Humanitarian Law
REST0004,Property Investment and Finance
ZEIT8511,Testing and Evaluation of Explosive Ordnance
DDES2160,Textiles 2: Experimental Textiles
MUSC4104,Advanced Studies in Music History & Culture 2
COMM1999,myBCom First Year Portfolio
ZPEM2502,"Physics 2B: Electrons, Photons and Matter"
SWCH9015,Child and Adolescent Gynaecology
CRIM2037,Explaining Punishment
INFS3822,Artificial Intelligence for Business Analytics
BLDG1024,Construction & Property Economics
SWCH9011,"Reproductive, Perinatal Epidemiology and Biostatistics"
GENS0401,Introduction to Climate Change
INTA5000,Interior Architecture Practice Studio 5
DDES1043,Publication Design
FINS5512,Financial Markets and Institutions
MATH3371,Numerical Linear Algebra
BABS1202,Applied Biomolecular Sciences
PHCM9517,Regression Methods in Biostatistics
OPTM3205,Disease Processes of the Eye 2
MATS3299,Materials Science Work Placement 2
MARK5822,Marketing Analytics Tools
DATA1001,Introduction to Data Science and Decisions
PSYC7236,Professional and Ethical Practice (Clinical) 6
DDES4101,Design Honours Studio Research Project 1
BLDG1012,Construction Materials
ARTS2020,Creative Writing
SOCW1004,"Lifespan, Health and Resilience"
SOSS3822,Decolonising Methods for Criminal Justice
MDIA3096,"Media, Climate Crisis, and Extinction in the Anthropocene"
JURD7446,Intellectual Property 1: Copyright and Designs
ELEC9764,The Ground Segment and Space Operations
ZBUS8503,Workforce Planning Research
JURD7592,The High Court of Australia
MGMT2004,Managing Organisational Behaviour
MDIA1007,Digital Entrepreneurship
CEIC8104,Topics in Polymer Technology
COMP6841,Extended Security Engineering and Cyber Security
LAWS9801,Aspects of Environmental Policy and Law
ARTS2033,Poetry and Poetics
COMM2233,Industry Consulting Project
EDST6700,Chinese Method 1
ZPEM2114,Biological Chemistry
ARTS2457,China Imagined and Perceived
PHAR2911,Introductory Pharmacology for Pharmacy
PHCM9791,Implementation Science
PHCM9012,Health Promotion and Social Perspectives of Health
MATH2501,Linear Algebra
ZEIT8230,Requirements Practice
PTRL6012,"Drilling Mud - Formulation, Selection and Maintenance"
ATSI1012,Aboriginal Sydney
ZHSS1202,History 1B: The Second World War
COMM1180,Value Creation
AVIA3112,Air Transport Aerodynamics and Aircraft Systems
MUSC3802,Music Analysis
PLTX1150,Banking and Finance
FOOD8403,Advanced and Applied Nutrition
BABS3199,BABS Work Placement 1
REST0018,Research Project
ZEIT4603,Finite Element Method
JURD7891,International Criminal Law
BIOS2091,Marine and Aquatic Ecology
ARTS4925,Politics and International Relations Honours
MGMT3730,Human Capital Analytics
ELEC3104,Digital Signal Processing
MUSC2901,Music Craft 4
DATA5002,Data Visualisation
ARTS2390,The Making of the Modern Middle East
MARK3082,Strategic Marketing
EDST6731,Drama Method 2
LAWS3361,Environmental Law
ZEIT3118,IT Project 1
FINS5541,Advanced Investment and Advanced Funds Management
EDST5457,Literature Review in Education
ZEIT8261,Project Report - Cyber Security (Full Time)
COMP9032,Microprocessors and Interfacing
LAWS8050,Globalisation and Intellectual Property Law
SOMS4888,School of Biomedical Sciences Honours (Full Time) (UG)
ARTS4920,Sociology and Anthropology Honours
MINE5040,"Coal Mining Methods, Mine Planning and Applied Geomechanics"
ENTR9004,Prototyping Design Solutions
ECON3208,Applied Econometric Methods
PLTX1230,Consumer Law Practice
SOLA3020,Photovoltaic Technology and Manufacturing
JURD7161,Torts
MDIA5027,Understanding Digital Cultures
ADAD9113,Communication Skills for Creative Disciplines
CEIC3006,Process Dynamics and Control
SOLA4012,Photovoltaic Systems Design
ZPEM3121,Supramolecular Chemistry
PHSL3211,Cardiovascular Physiology and Pathophysiology
CVEN3402,Transport Engineering and Environmental Sustainability
ZPEM2311,Mathematical Modelling
DDES2151,Interaction 3: Emerging Applications
AVIA5037,Airline Operations and Delay Management
LAWS3670,Transnational Legal Studies A
FOOD8020,Food Properties and Functions Laboratory
CDEV6000,Partnered Work Project
PTRL5107,Petrophysics
BEIL6013,BE Nomad
LAND2413,Landscape Studio 10: Landscape Architecture Graduation Studio
BABS3071,Commercial Biotechnology
ZEIT4600,Civil Design Practice
PHCM9784,Communicable Disease Control in Global Health
LAWS3382,Conflict of Laws
EDST5454,Developing Literacies: From Kindergarten to University
MARK3088,Product Analytics
CEIC3001,Advanced Thermodynamics and Separation
INFS5704,Artificial Intelligence Fluency
DART3201,Major Project 2
JURD7284,Legal Experimentalism
ZBUS3108,Business Strategy Implementation
BIOS1101,Evolutionary and Functional Biology
MUSC3801,Creative Projects in Performance and Composition
JURD7756,Transforming Environmental Law: Exploring Legal Rights of Nature
FINS5542,Applied Funds Management
BEES2741,Introduction to Astrobiology: Life in the Universe
LAWS3812,Sport and the Law
COMM3000,Evidence- based Intervention Design and Evaluation
ECON2102,Macroeconomics 2
ARTS3373,"Topics in Metaphysics, Epistemology, and Philosophy of Language"
ACCT5925,ESG Reporting and Enterprise Value Creation
ARTS2065,Screen Production II
JURD7155,Legal Research and Writing
PSYC5007,"The Individual, Culture and Society"
CVEN4952,Research Thesis B
CEIC3004,Process Equipment Design
PHCM9605,Global Health and Development
PHAR2011,Introductory Pharmacology and Toxicology
BEIL6003,Cinematic Space
ACCT5931,Sustainable Management Accounting
ACCT5948,CPA Australia Taxation
MTRN4231,Robotics Project
ECON3107,Economics of Finance
ACTL5110,Statistical Machine Learning for Risk and Actuarial Applications
MATH2601,Higher Linear Algebra
ENGG3001,Fundamentals of Humanitarian Engineering
ARTS1510,German 1
SENG3993,Software Work Practice 2
EDST5117,Professional Inquiry
MINE8820,Mineral Processing
BLDG3022,Construction Project Management Practice Capstone
TELE4642,Network Performance
PHCM3007,Applied Public Health Practice
ZGEN2801,"Strategy, Management and Leadership"
INFS3701,Enterprise Architecture for Scalable Cloud Solutions
ACCT2522,Management Accounting for Decision Analysis
DART2210,Animation 2
PSYC7240,Clinical Neuropsychology 1: Disruptions
MGMT3728,Managing Pay and Performance
DDES9131,Transforming the Everyday: Domestic Futures
EDST1108,Indigenous Perspectives in Education
CHEM3299,Chemistry Work Placement 2
ACCT5961,Reporting for Climate Change and Sustainability
MINE4250,Mine Design and Feasibility Project
ZEIT3501,Engineering Materials
LAWS1061,Torts
COMM8100,Foundations of Business Research
MDIA3093,Media Power
EDST5436,Evaluation of Educational Programs
MATH2400,Finite Mathematics
MGMT5601,Global Business Environment
ACTL5200,Actuarial Theory and Practice B
HDAT9510,Health Data Analytics: Machine Learning II
CHEM1829,Biological Chemistry for Optometry Students
CVEN3203,Applied Geotechnics and Engineering Geology
PSYC7402,Applications of Forensic Psychology
ELEC4631,Continuous - Time Control System Design
LAWS8076,Current Issues in Criminal Justice
FINS5581,Empirical Corporate Governance
PHRM1011,Concepts in Pharmacy
CVEN4051,Thesis B
ARTS2450,Chinese 3 for Non- Background Speakers
MUSC1806,BA Music Craft 3
LAWS3198,Sentencing and Criminal Justice
COMP9024,Data Structures and Algorithms
LING5029,The Psychology of Language
PSYC7239,Neuropsychology Professional and Ethical Practice 3 (NPEP3)
JURD7479,International Investment Law
JURD7428,Corporate Governance
HDAT9400,Management and Curation of Health Data
BLDG4019,Property & Asset Management
COMP9415,Computer Graphics
JURD7632,Law and Social Theory
MDIA2011,Corporate Communication
ANAT3121,Visceral Anatomy
AVIA5006,Airport Planning
MDIA3009,Building Brands
ARTS1481,French 2
LAWS3319,Police Powers Clinic
BEES3199,BEES Work Placement 1
CVEN4402,Transport Systems - Part 1: Network Analysis
MATH3191,Mathematical Optimization for Data Science
MINE5020,Geotechnical Assessment for Underground Mining
LAND2421,Contemporary Landscape Theory and Research
JURD7623,Commercial and Charitable Trusts
LAWS3182,International Human Rights Law and Advocacy
INFS4800,Thesis A
DART3140,Printmaking: Advanced Studio
DDES4200,Design Research Methods and Theory
CEIC6711,Complex Fluids Microstructure and Rheology
LAWS8213,"Legal Concepts, Research and Writing"
ACTL3151,Actuarial Mathematics for Insurance and Superannuation
ARTS2781,"Britain, Europe and the World Since 1945: From Empire to Brexit"
CODE1210,Computational Design Theory 2
SOLA4952,Research Thesis B
BIOM9311,Mass Transfer in Medicine
SOLA2060,Introduction to Electronic Devices
ZBUS2333,Data Analytics and Visualisation
CRIM2020,Criminal Law and Justice 1
IEST7200,Demystifying Environmental Law: From Regulation to Rights of Nature
MATH3361,"Stochastic Differential Equations: Theory, Applications, and Numerical Methods"
DIET2004,Farm to Fork 2
LAWS2326,Theories of Law and Justice
ARTS3783,"Great, Emerging and Declining Powers in the Contemporary World"
ECON5206,Financial Econometrics
CEIC2005,Chemical Reaction Engineering
DART3320,"Art, Gender, and Sexuality"
LAWS3211,Indigenous People and the Law
GMAT2700,Foundations of Geodesy & Geospatial Ref Frames
EXPT3152,Musculoskeletal and Movement Rehabilitation
AERO9610,The Space Segment
COMP2511,Object- Oriented Design & Programming
ACTL3182,Asset- Liability and Derivative Models
LING5006,Current Issues in Bilingualism
GEOS3921,Coastal Resource Management
SOCW4011,Evidence and Practice Based Research
ANAT2451,Functional Anatomy for Health and Exercise Science
ZPEM3222,Coastal Geography
ZSPS9000,Foundations of Organisational Cyber Security
JURD7472,Law of the World Trade Organisation
ELEC4612,Power System Analysis
CHEM1021,"Chemistry 1B: Elements, Compounds and Life"
ACCT5972,Accounting Analytics for Business Decision Making
EDST6727,Music Method 1
FINS5513,Investments and Portfolio Selection
IEST5007,Political Ecology: Sustainable Development & Justice
MNGT5221,"Corporate Finance (Full-time, Session 3, Kensington)"
MGMT2101,International Business and Multinational Operations
BLDG1015,Building Measurement 2
ARTS1846,"Politics, Peace and Prosperity"
COMM3900,Capstone Project
ARTS3454,Chinese English Interpreting
DDES1140,Graphics 1: Image and Type
ARTS3755,Development in Practice: Project Design and Evaluation
LAWS8021,Advanced Topics in Intellectual Property
FADA3030,Design Collaboration Studio 3
ZEIT8307,System Dynamics Modelling
COMP9331,Computer Networks and Applications
HDAT9000,Clinical Artificial Intelligence
MUSC3302,"Musical Transformations: Orchestration, Arrangement, Transcription and Recomposition"
ZEIT2209,Electrical Engineering Design Project 1
MUSC2801,Music Performance Styles and Interpretation
BABS3291,"Genes, Genomes and Evolution"
PSYC5010,"Psychological Assessment, Ethics, and Professional Skills"
ZEIT3101,IT Project 2
COMM5709,"Corporate Responsibility and Accountability (Online, Online)"
COMP9319,Web Data Compression and Search
INFS5700,Introduction to Business Analytics
ELEC3105,Electrical Energy
ARTS2874,Culture and Emotion
CDEV3400,WIL Placement
ZBUS8148,Economic World View
JURD7781,International Human Rights
COMP6441,Security Engineering and Cyber Security
EXPT2154,Exercise Prescription and Delivery
EDST6715,Business Studies Method 1
MGMT5949,International Human Resource Management
EDST6747,Aboriginal Studies Method 2
LAND2202,Landscape Studio 4 Design Detail: Resolution and Representation
PHCM9120,Qualitative Research Methods
SRAP5107,Research Project
ECON3202,Mathematical Economics
MATS6003,Presentation Skills for Materials Technology
PSYC7234,Professional and Ethical Practice (Clinical) 4
CHEM1821,Engineering Chemistry 1B
SUSD0004,Sustainability and Habitability
BLDG1022,Building Structures
EDST5115,Indigenous Contexts of Education
SOSS2008,Leadership and Work- Based Learning
LING5037,The Use of Language
ACTL5104,Survival Analysis and Prediction of Life and Health Related Risks
DDES1201,Design History and Theory 2
PHYS2111,Quantum Physics
GMAT4150,Field Projects 2
CRIM2034,"Crime, Politics and the Media"
MBAE7507,Executive Accelerator Final Term (F2F Residential)
SAHT9113,"Cultural Heritage, Ethics & the Law"
COMP9417,Machine Learning and Data Mining
ZPEM2211,Special Topic in Geography 2
LAWS3314,Alternative Dispute Resolution in Practice
MSCI1001,Introductory Marine Science
LAWS3021,Foundations of Intellectual Property Law
OPTM8521,Clinical Contact Lenses
ZPEM2302,Mathematical Tools for Science
INFS2701,Managing Cybersecurity in the Digital Age
EDST1311,Foundations of Mathematics
GSOE9011,Engineering Postgraduate Coursework Research Skills
DDES1060,Textiles for Fashion
FINS5536,Fixed Income Securities and Interest Rate Derivatives
EDST6748,Korean Method 2
AVIA3111,Air Transport Flight Planning
LAWS8141,"Censorship, Contempt and the Media"
PSYC7222,Advanced Topics in Clinical Psychology
PLAN7148,Strategic Spatial Planning
FINS2101,Industry Placement 1
ARTS2817,"Diplomacy and Statecraft: Past, Present, Futures"
PLAN1008,Planning Research: Techniques and Analysis
ECON7101,Microeconomic Theory II
MERE9452,Masters Project B
PLAN3009,Planning Practice: Policies and Processes
TELE9782,Special Topics in Telecommunications 2
BLDG1023,Construction Project Management Theory
BENV7811,Urban Renewal
DDES1120,Object 1: Objects and the Hand
GSOE9830,Economic Decision Analysis in Engineering
BENV7728,Geographical Information Systems and Urban Informatics
MARK2060,Event Management and Marketing
BEES4517,"Biological, Earth and Environmental Sciences Honours"
CLIM2001,Fundamentals of Atmospheric Science
SUSD0002,Building Ecology and Life Cycle Thinking
ELEC9781,Special Topics in Electrical Engineering 1
AGSM9272,Change Skills (WEB Weekly)
ZEIT3119,Web Development and Security
IDES4113,Industrial Design Capstone Project A
LING5015,Discourse Analysis
GEOS1701,"Environmental Systems, Processes and Issues"
MATH1031,Mathematics for Life Sciences
VISN5512,Sensory Processes and Movement
ACCT5908,Auditing and Assurance Services
ZHSS3238,Winners and Losers in World Economic History
FINS3631,"Personal Risk, Insurance, and Superannuation for Financial Planning"
MARK2085,Consumer Centric Innovation
LAWS3510,International Commercial Mediation Competition
CVEN3701,"Environmental Frameworks, Law and Economics"
MDIA5007,Media Ethics and Law
BIOM9541,Mechanics of the Human Body
MARK5810,Marketing Communication and Promotion
FOOD3220,Nutrition
DART2140,Printmaking: Etching
SOCW4018,Social Work Practice Level 4 Placement B
ARTS3886,Crisis and the Social
CEIC4008,Product Design Project Thesis B
GEOS3821,Geographic Data Analysis
COMP9313,Big Data Management
ECON3125,Economics of Health and Human Capital
ZEIT3221,Signal Processing and Control
MINE3230,Mine Planning
SOCF5102,Selected Practice Frameworks
LAWS3713,Indigenous Peoples in International Law
PATH2201,Processes in Disease
MARK2053,Marketing Communications and Promotions Management
PSYC5116,Wellbeing and Resilience
SCIF3000,Science Industry Project
MINE8115,"Mine Processes, Systems and Analysis"
MODL5111,Community of Practice for Interpreting
AGSM9138,Financial Analysis (Virtual Weekly)
JURD7468,The Australian Legal System in Comparative Perspective
FINS5580,Corporate Finance Theory
MMAN2300,Engineering Mechanics 2
CHEN6703,Advanced Particle Systems Engineering
ZEIT4006,Structural Integrity Assessment
CVEN4201,Rock and Slope Engineering
PHCM9518,Epidemiological Methods
MNGT5202,"Entrepreneurship and Innovation (Full-time, Session 3, Kensington)"
ARTS2121,Theatre in Our Times
LAWS1075,Contracts
COMP9211,Computer Architecture
MDIA5030,Brand Cultures
BENV7307,Writing the City
FINS5566,Trading in Financial Securities
DART2241,Sound 3
EDST5114,Curriculum and Assessment
EDST6717,Aboriginal Studies Method 1
DIET1001,Introduction to Dietetics and Food Innovation
AGSM6275,Managing People and Organisations (F2F Intensive)
ARTS3063,Cinemas and Cultures
CODE3201,Graduation Project: Theory
ZEIT4120,Computing and Cyber Security Honours Special Topic 4
ARTS2068,Doing Film Festivals
PLAN7146,"City Economics, Urban Development & Finance"
PSYC1011,Psychology 1B
LAWS3046,Intellectual Property 1: Copyright and Designs
DART1350,Media Arts History
ZPEM2313,Discrete Mathematics with Applications
LAWS8413,Indigenous Peoples in International Law
PHAR3251,Clinical and Experimental Pharmacology
PLAN7149,Planning Thesis
JURD7496,Family Law Advocacy and Practice
COMP6733,Internet of Things Experimental Design Studio
ARTS3695,Urban Multilingualism
AVIA5007,Airport Operations Management
SOSS1000,Policy and Society
ATSI2003,Reclaiming Material Culture
SOMS4884,"School of Biomedical Sciences Honours Part-Time (For students commencing in T3 2024, studying part-time.)"
ZEIT3801,Advanced Aviation Safety
MBAE7503,Executive Strategy: Disruption and Transformation (Residential)
LAWS3187,Forced Migration and Human Rights in International Law
LAND2333,Landscape Studio 7: Design with a Complex Program
DDES1020,Ceramic Design: Wheel Throwing
ADAD9110,3D Visualisation Studio
ZINT8301,Lethality and Survivability
ACCT3202,Industry Placement 2
ARCH7809,Architectural Environment & Building Services
EDST4084,Managing the Classroom Environment
CONS0009,Construction Planning and Control
ELEC9765,Space Law and Radio Regulations
PSYC7427,Research Thesis (Forensic) 2
BIOC2201,Principles of Molecular Biology (Advanced)
LAWS3304,Kingsford Legal Centre Community Law Clinic (Non- intensive)
PHCM2009,Evaluating Chronic Disease Programs
PSCY9911,"Mental Disorders, Personality Disorders & Crime"
ARTS2870,"Citizens, Action and Dissent"
ARTS2876,Understanding the Self
ELEC1111,Electrical Circuit Fundamentals
JURD7558,Exploring Workplace Conflict and Managing Disputes
MECH3110,Mechanical Design 1
BENV2930,Living Architecture: Green Roofs and Green Walls
PHYS3114,Electrodynamics
ZEIT8303,Project Management Body of Knowledge
INFS4887,Business Research Methods
SCIF3199,Science Work Placement
FINS5526,International Corporate Governance: Accounting and Finance Perspectives
ZPEM1501,"Physics 1A: Mechanics, Waves and Thermodynamics"
ZEIT4760,Nuclear Propulsion and Its Assurance
FADA1010,Design Collaboration Studio 1
PSYC7242,Clinical Neuropsychology 3: Interventions
ARTS3360,Examining Pivotal Texts
ZPEM3503,Advanced Materials
MNGT5251,"Marketing Management (Full-time, Session 3, Kensington)"
ARCH1201,Architectural Design Studio 3
ARTS2462,Chinese 4 for Background Speakers
ACTL1101,Introduction to Actuarial Studies
MDIA2094,Visual Communication
PSYC7403,Experimental Psychology and Law
ACTL5111,Artificial Intelligence and Deep Learning Models for Risk and Insurance
MATS2007,Sustainable Materials Processing
LAWS8185,"Law, Urban Sustainability and the New Economy"
AGSM9161,Sustainable and Inclusive Business (Virtual Weekly)
SOMS3299,SOMS Work Placement 2
ZBUS3902,Research Project in Business 3
ATSI3002,Gendered Identities in Indigenous Australia
PLTX1060,Litigation Practice
FOOD8450,Advanced Food Engineering
ECON5403,Econometric Theory and Methods
ZEIT2500,Thermofluids
IEST7001,Engaging Science for Environmental Leadership
LAWS8190,International Refugee Law
COMM3030,Social Entrepreneurship Practicum
GENL2021,Introduction to the Australian Legal System
ELEC4445,Entrepreneurial Engineering
MINE3220,Resource Estimation
ECON6312,Policy Applications of Behavioural Economics
MGMT3110,Integrative Seminar in Global Business
PHCM1003,Global Health
MINE8780,Environmental Management for the Mining Industry
EXPT2170,Musculoskeletal Physiotherapy 1
ECON1101,Microeconomics 1
ZBUS8203,Change Management
IDES1316,Materials and Manufacturing for Industrial Designers 1
COMM1170,Organisational Resources
PATH3210,Visualising Disease
LAND7151,Planting Design at the Landscape Scale
ZEIT3901,Engineering Research 3A
IDES2323,Industrial Design Studio 2C: Sustainable Futures
BEES2680,Introduction to Science Communication
