course_code,sdg_number,sdg_name,addressed,justification,timestamp
DDES9151,4,Quality Education,Yes,Course provides postgraduate education in interaction design with clear learning outcomes and assessment structure,2024-11-01 16:59:35.242529
DDES9151,8,Decent Work and Economic Growth,Yes,Develops professional skills in interaction design and user experience that are valuable for employment,2024-11-01 16:59:35.242537
DDES9151,9,Industry Innovation and Infrastructure,Yes,Focuses on developing innovative interactive systems and technologies,2024-11-01 16:59:35.242539
DDES9151,12,Responsible Consumption and Production,Yes,Teaches user-centered design principles that consider usability and efficiency of products,2024-11-01 16:59:35.242540
DDES9121,4,Quality Education,Yes,Course provides postgraduate education in textile design and contemporary practices,2024-11-01 16:59:39.084967
DDES9121,8,Decent Work and Economic Growth,Yes,Teaches professional skills for textile industry and design sector,2024-11-01 16:59:39.084975
DDES9121,9,Industry Innovation and Infrastructure,Yes,Introduces new technologies and innovative textile processes,2024-11-01 16:59:39.084978
DDES9121,12,Responsible Consumption and Production,Yes,"Addresses sustainability, reuse and environmental issues in textile industry",2024-11-01 16:59:39.084979
DDES9121,13,Climate Action,Yes,Covers environmental impacts of textile industry and sustainable practices,2024-11-01 16:59:39.084981
DDES1022,4,Quality Education,Yes,Course provides specialized design education and technical skills in jewellery making,2024-11-01 16:59:42.826456
DDES1022,8,Decent Work and Economic Growth,Yes,Teaches professional skills for creative industry employment,2024-11-01 16:59:42.826465
DDES1022,9,"Industry, Innovation and Infrastructure",Yes,Focuses on design innovation and manufacturing techniques,2024-11-01 16:59:42.826467
DDES1022,12,Responsible Consumption and Production,Yes,Teaches sustainable material use and production methods,2024-11-01 16:59:42.826469
DDES2161,4,Quality Education,Yes,Course provides advanced technical education in textile design and innovation,2024-11-01 16:59:47.961891
DDES2161,8,Decent Work and Economic Growth,Yes,Focuses on developing innovative textile solutions that could create new economic opportunities,2024-11-01 16:59:47.961899
DDES2161,9,Industry Innovation and Infrastructure,Yes,Emphasizes experimentation with new materials and technologies in textile design,2024-11-01 16:59:47.961901
DDES2161,12,Responsible Consumption and Production,Yes,Teaches material re-use techniques and considers ethical/environmental impacts of textile production,2024-11-01 16:59:47.961903
DDES2161,13,Climate Action,Yes,Addresses global sustainability challenges through textile design solutions,2024-11-01 16:59:47.961904
DDES2161,17,Partnerships for the Goals,Yes,Encourages addressing global issues through design solutions and innovation,2024-11-01 16:59:47.961906
DDES4102,4,Quality Education,Yes,Course provides advanced research and design education at honors level,2024-11-01 16:59:51.725906
DDES4102,8,Decent Work and Economic Growth,Yes,Emphasizes professional networks and industry alignment,2024-11-01 16:59:51.725913
DDES4102,9,Industry Innovation and Infrastructure,Yes,Focuses on developing innovative design solutions and technological experimentation,2024-11-01 16:59:51.725915
DDES4102,12,Responsible Consumption and Production,Yes,Encourages critical thinking about design practice and sustainable outcomes,2024-11-01 16:59:51.725917
DDES4102,17,Partnerships for the Goals,Yes,Promotes collaboration between academia and industry through professional networks,2024-11-01 16:59:51.725919
DDES2160,4,Quality Education,Yes,Course provides technical education in textile design and production methods,2024-11-01 16:59:55.623375
DDES2160,8,Decent Work and Economic Growth,Yes,Course prepares students for professional design work through industry briefs,2024-11-01 16:59:55.623381
DDES2160,9,Industry Innovation and Infrastructure,Yes,Focuses on experimental and innovative textile design practices,2024-11-01 16:59:55.623382
DDES2160,12,Responsible Consumption and Production,Yes,Emphasizes sustainable outcomes and responsible production methods,2024-11-01 16:59:55.623383
DDES2160,13,Climate Action,Yes,Addresses sustainability in textile design and production,2024-11-01 16:59:55.623385
DDES2160,17,Partnerships for the Goals,Yes,Engages with industry through professional design briefs,2024-11-01 16:59:55.623386
DDES1043,4,Quality Education,Yes,Course provides technical and professional education in publication design,2024-11-01 16:59:59.175020
DDES1043,8,Decent Work and Economic Growth,Yes,Develops industry-standard skills for employment in publication design,2024-11-01 16:59:59.175023
DDES1043,9,Industry Innovation and Infrastructure,Yes,Teaches modern digital design tools and industry software,2024-11-01 16:59:59.175024
DDES1043,12,Responsible Consumption and Production,Yes,Teaches digital and print publication processes with consideration for production methods,2024-11-01 16:59:59.175024
DDES4101,4,Quality Education,Yes,Course provides advanced research and design education at honors level,2024-11-01 17:00:03.491993
DDES4101,9,Industry Innovation and Infrastructure,Yes,Students develop innovative design solutions and research proposals,2024-11-01 17:00:03.491998
DDES4101,11,Sustainable Cities and Communities,Yes,Course addresses urban challenges and rapid urbanization issues,2024-11-01 17:00:03.491999
DDES4101,13,Climate Action,Yes,Climate action is explicitly mentioned as a focus topic in week 5,2024-11-01 17:00:03.492000
DDES4101,17,Partnerships for the Goals,Yes,Course emphasizes collaborative practice and building communities of practice,2024-11-01 17:00:03.492001
DDES2151,4,Quality Education,Yes,Course provides advanced technical education in interaction design and emerging technologies,2024-11-01 17:00:07.270560
DDES2151,8,Decent Work and Economic Growth,Yes,Develops professional teamwork skills and prepares students for work in technology sector,2024-11-01 17:00:07.270567
DDES2151,9,Industry Innovation and Infrastructure,Yes,Focuses on emerging technologies and innovation in interaction design,2024-11-01 17:00:07.270568
DDES2151,12,Responsible Consumption and Production,Yes,Addresses ethical and social implications of emerging technologies,2024-11-01 17:00:07.270570
DDES2151,17,Partnerships for the Goals,Yes,Includes industry presentations and collaboration between students,2024-11-01 17:00:07.270571
DDES9131,3,Good Health and Well-being,Yes,Course addresses future domestic environments and their impact on quality of life,2024-11-01 17:00:12.194878
DDES9131,4,Quality Education,Yes,Course provides postgraduate design education with focus on critical thinking and innovation,2024-11-01 17:00:12.194886
DDES9131,7,Affordable and Clean Energy,Yes,Course explicitly addresses energy use and environmental impact in domestic settings,2024-11-01 17:00:12.194888
DDES9131,11,Sustainable Cities and Communities,Yes,Focus on designing sustainable domestic environments and future living spaces,2024-11-01 17:00:12.194890
DDES9131,12,Responsible Consumption and Production,Yes,Course examines sustainable domestic design and reducing environmental impact,2024-11-01 17:00:12.194891
DDES9131,13,Climate Action,Yes,Course considers environmental impact and energy use in domestic settings,2024-11-01 17:00:12.194893
DDES2160,4,Quality Education,Yes,Course provides technical education in textile design and production methods,2024-11-01 17:00:24.451810
DDES2160,8,Decent Work and Economic Growth,Yes,Course prepares students for professional textile design industry through industry briefs,2024-11-01 17:00:24.451816
DDES2160,9,Industry Innovation and Infrastructure,Yes,Focuses on experimental and innovative textile design practices and technologies,2024-11-01 17:00:24.451817
DDES2160,12,Responsible Consumption and Production,Yes,Emphasizes sustainable outcomes and responsible material use in textile production,2024-11-01 17:00:24.451818
DDES2160,13,Climate Action,No,Not explicitly addressed in course content,2024-11-01 17:00:24.451819
DDES2160,17,Partnerships for the Goals,No,No clear evidence of external partnerships,2024-11-01 17:00:24.451821
DDES4200,4,Quality Education,Yes,Course provides research methods and theoretical frameworks for design education at honors level,2024-11-01 17:00:29.009230
DDES4200,9,Industry Innovation and Infrastructure,Yes,Develops advanced design research methodologies and frameworks for professional practice,2024-11-01 17:00:29.009236
DDES4200,11,Sustainable Cities and Communities,Yes,Addresses design's impact on sustainability issues and responsible global practices,2024-11-01 17:00:29.009238
DDES4200,12,Responsible Consumption and Production,Yes,Examines design's role in addressing sustainability and ethical issues through research,2024-11-01 17:00:29.009240
DDES4200,17,Partnerships for the Goals,Yes,Focuses on design's engagement with global political and sustainability challenges through research,2024-11-01 17:00:29.009241
DDES1140,4,Quality Education,Yes,Course provides foundational technical education in graphic design and visual communication,2024-11-01 17:00:32.789269
DDES1140,8,Decent Work and Economic Growth,Yes,Prepares students for professional work in visual communications industry and design entrepreneurship,2024-11-01 17:00:32.789282
DDES1140,12,Responsible Consumption and Production,Yes,Course emphasizes ethical considerations in design process and responsible creation of visual materials,2024-11-01 17:00:32.789286
FADA3030,4,Quality Education,Yes,Course provides advanced design education with professional skills development and portfolio preparation,2024-11-01 17:00:38.299362
FADA3030,8,Decent Work and Economic Growth,Yes,Focuses on entrepreneurial skills and preparing students for professional design careers,2024-11-01 17:00:38.299373
FADA3030,9,Industry Innovation and Infrastructure,Yes,Students develop innovative design solutions and collaborate with industry partners,2024-11-01 17:00:38.299375
FADA3030,12,Responsible Consumption and Production,Yes,"Course emphasizes social, ethical and environmental responsibility in design solutions",2024-11-01 17:00:38.299378
FADA3030,17,Partnerships for the Goals,Yes,"Course involves partnerships with industry mentors, clients and stakeholders",2024-11-01 17:00:38.299380
DDES1201,4,Quality Education,Yes,Course provides university-level design education and develops critical thinking and research skills,2024-11-01 17:00:43.155555
DDES1201,9,"Industry, Innovation and Infrastructure",Yes,Course examines design innovation and technological development,2024-11-01 17:00:43.155564
DDES1201,11,Sustainable Cities and Communities,Yes,Course covers sustainable design principles and social design agendas,2024-11-01 17:00:43.155567
DDES1201,12,Responsible Consumption and Production,Yes,Course addresses sustainability and sustainable design practices,2024-11-01 17:00:43.155569
DDES1201,13,Climate Action,Yes,Course includes content on environmental sustainability and technological solutions,2024-11-01 17:00:43.155571
DDES1201,16,"Peace, Justice and Strong Institutions",Yes,"Course examines ethics, social agendas, and decolonizing design",2024-11-01 17:00:43.155573
DDES1201,17,Partnerships for the Goals,Yes,Course explores global debates and interconnectivity in design,2024-11-01 17:00:43.155574
DDES1060,4,Quality Education,Yes,Course provides technical education in fashion and textile design,2024-11-01 17:00:49.299934
DDES1060,8,Decent Work and Economic Growth,Yes,Teaches professional skills for fashion industry employment,2024-11-01 17:00:49.299941
DDES1060,9,Industry Innovation and Infrastructure,Yes,Focuses on experimental design and innovative textile techniques,2024-11-01 17:00:49.299944
DDES1060,12,Responsible Consumption and Production,Yes,"Emphasizes sustainable design principles, material reuse and waste reduction strategies",2024-11-01 17:00:49.299945
DDES1060,13,Climate Action,Yes,Promotes sustainable fashion practices and waste reduction in textile production,2024-11-01 17:00:49.299947
DDES1060,17,Partnerships for the Goals,No,No explicit mention of partnerships or collaboration beyond the classroom,2024-11-01 17:00:49.299948
DDES1120,4,Quality Education,Yes,Course provides hands-on technical education in object design and jewelry making,2024-11-01 17:00:53.427620
DDES1120,8,Decent Work and Economic Growth,Yes,Develops professional craft and design skills for creative industries,2024-11-01 17:00:53.427629
DDES1120,9,Industry Innovation and Infrastructure,Yes,Teaches both traditional craftsmanship and new technologies in design,2024-11-01 17:00:53.427632
DDES1120,12,Responsible Consumption and Production,Yes,Focuses on material knowledge and sustainable craft practices,2024-11-01 17:00:53.427634
DDES1110,4,Quality Education,Yes,Course provides technical education in 3D visualization and computer modeling,2024-11-01 17:00:57.076718
DDES1110,8,Decent Work and Economic Growth,Yes,Develops professional skills in 3D modeling and visualization for digital media industry,2024-11-01 17:00:57.076725
DDES1110,9,Industry Innovation and Infrastructure,Yes,Teaches innovative digital design technologies and industry-standard software,2024-11-01 17:00:57.076727
DDES1110,12,Responsible Consumption and Production,Yes,Focuses on virtual/digital object creation rather than physical production,2024-11-01 17:00:57.076729
DDES1020,4,Quality Education,Yes,Course provides hands-on technical education in ceramic design and wheel throwing techniques,2024-11-01 17:01:00.837653
DDES1020,8,Decent Work and Economic Growth,Yes,Teaches professional skills in ceramic design that can lead to employment opportunities,2024-11-01 17:01:00.837661
DDES1020,9,Industry Innovation and Infrastructure,Yes,Develops technical innovation skills in ceramic design and production methods,2024-11-01 17:01:00.837663
DDES1020,12,Responsible Consumption and Production,Yes,Focuses on sustainable ceramic production techniques and responsible material use,2024-11-01 17:01:00.837665
FADA1010,4,Quality Education,Yes,Course provides foundational design education and technical skills development,2024-11-01 17:01:14.925245
FADA1010,8,Decent Work and Economic Growth,Yes,Prepares students for professional design careers through practical skills and collaboration,2024-11-01 17:01:14.925254
FADA1010,9,Industry Innovation and Infrastructure,Yes,Teaches digital making skills and innovative design processes,2024-11-01 17:01:14.925256
FADA1010,12,Responsible Consumption and Production,Yes,Emphasizes iterative design process and material experimentation,2024-11-01 17:01:14.925258
FADA1010,17,Partnerships for the Goals,Yes,Focuses on collaborative design practices and peer learning,2024-11-01 17:01:14.925260
DDES1160,4,Quality Education,Yes,Course provides technical education in textile design and industry skills,2024-11-01 17:01:19.460092
DDES1160,8,Decent Work and Economic Growth,Yes,Prepares students for textile design industry and various professional applications,2024-11-01 17:01:19.460097
DDES1160,9,Industry Innovation and Infrastructure,Yes,Teaches innovative textile design processes and integration of digital methods,2024-11-01 17:01:19.460098
DDES1160,12,Responsible Consumption and Production,Yes,Explicitly addresses sustainable production and circular economy in textile design,2024-11-01 17:01:19.460099
DDES1160,13,Climate Action,Yes,Focuses on environmental themes and sustainable textile practices,2024-11-01 17:01:19.460100
DDES1160,17,Partnerships for the Goals,Yes,Connects students with local textile practitioners and industry,2024-11-01 17:01:19.460102
DDES9014,4,Quality Education,Yes,Course provides postgraduate education in sustainable design principles and practices,2024-11-01 17:01:24.214874
DDES9014,8,Decent Work and Economic Growth,Yes,Addresses sustainable industry practices and economic implications of design,2024-11-01 17:01:24.214880
DDES9014,9,Industry Innovation and Infrastructure,Yes,Focuses on sustainable design innovation and systemic approaches,2024-11-01 17:01:24.214881
DDES9014,11,Sustainable Cities and Communities,Yes,"Examines sustainable design strategies for products, services and systems",2024-11-01 17:01:24.214883
DDES9014,12,Responsible Consumption and Production,Yes,"Covers lifecycle analysis, waste issues, and sustainable production methods",2024-11-01 17:01:24.214884
DDES9014,13,Climate Action,Yes,Addresses environmental impacts and sustainability in the Anthropocene context,2024-11-01 17:01:24.214885
DDES9014,15,Life on Land,Yes,Examines ecological impacts and environmental sustainability,2024-11-01 17:01:24.214886
DDES9014,16,Peace Justice and Strong Institutions,Yes,Addresses colonial legacies and indigenous knowledge in design,2024-11-01 17:01:24.214888
DDES9014,17,Partnerships for the Goals,Yes,Emphasizes cross-disciplinary collaboration and global sustainability contexts,2024-11-01 17:01:24.214889
DDES9142,4,Quality Education,Yes,Course provides postgraduate design education with clear learning outcomes and professional skill development,2024-11-01 17:01:28.633441
DDES9142,8,Decent Work and Economic Growth,Yes,Develops professional skills in typography and design for employment in creative industries,2024-11-01 17:01:28.633449
DDES9142,9,Industry Innovation and Infrastructure,Yes,Teaches innovative design techniques and digital tools for typographic design,2024-11-01 17:01:28.633451
DDES9142,12,Responsible Consumption and Production,Yes,Includes content on sustainability for graphic design in Week 9 lecture,2024-11-01 17:01:28.633452
DDES2140,4,Quality Education,Yes,Course provides undergraduate design education with clear learning outcomes and assessment structure,2024-11-01 17:01:32.649073
DDES2140,8,Decent Work and Economic Growth,Yes,Develops professional skills in graphic design and branding for industry application,2024-11-01 17:01:32.649085
DDES2140,12,Responsible Consumption and Production,Yes,"Focuses on sustainable packaging design, life-cycle analysis, and responsible design practices",2024-11-01 17:01:32.649087
DDES2140,13,Climate Action,Yes,Addresses sustainability and environmental considerations in packaging and materials choices,2024-11-01 17:01:32.649088
DDES2140,17,Partnerships for the Goals,No,No explicit focus on partnerships or collaboration beyond the classroom,2024-11-01 17:01:32.649090
DDES1160,4,Quality Education,Yes,Course provides technical education in textile design and industry skills,2024-11-01 17:01:37.108042
DDES1160,8,Decent Work and Economic Growth,Yes,Prepares students for textile design industry and professional practice,2024-11-01 17:01:37.108052
DDES1160,9,Industry Innovation and Infrastructure,Yes,Teaches innovative textile design and production methods,2024-11-01 17:01:37.108054
DDES1160,12,Responsible Consumption and Production,Yes,Explicitly addresses sustainable production and circular economy in textile design,2024-11-01 17:01:37.108056
DDES1160,13,Climate Action,Yes,Focuses on environmental themes and sustainable textile practices,2024-11-01 17:01:37.108057
DDES1160,17,Partnerships for the Goals,Yes,Connects students with local textile practitioners and industry,2024-11-01 17:01:37.108060
DDES9914,4,Quality Education,Yes,Course provides postgraduate education in immersive technology management,2024-11-01 17:01:40.775195
DDES9914,8,Decent Work and Economic Growth,Yes,Focuses on business case development and economic viability of immersive technologies,2024-11-01 17:01:40.775205
DDES9914,9,Industry Innovation and Infrastructure,Yes,Teaches management of emerging technologies and innovation in immersive systems,2024-11-01 17:01:40.775207
DDES9914,12,Responsible Consumption and Production,Yes,Addresses procurement and lifecycle management of technological systems,2024-11-01 17:01:40.775209
DDES1101,4,Quality Education,Yes,Course provides design education and develops communication skills,2024-11-01 17:01:51.973612
DDES1101,8,Decent Work and Economic Growth,Yes,Develops professional skills and industry links for employment,2024-11-01 17:01:51.973623
DDES1101,9,Industry Innovation and Infrastructure,Yes,Teaches design innovation and communication methods,2024-11-01 17:01:51.973627
DDES1101,12,Responsible Consumption and Production,Yes,Addresses social and environmental design considerations,2024-11-01 17:01:51.973630
DDES1101,17,Partnerships for the Goals,Yes,Emphasizes collaboration and stakeholder engagement,2024-11-01 17:01:51.973632
DDES2102,4,Quality Education,Yes,Course provides professional practice education in design field,2024-11-01 17:01:55.550779
DDES2102,8,Decent Work and Economic Growth,Yes,Focuses on transitioning students into design industry and entrepreneurship,2024-11-01 17:01:55.550789
DDES2102,9,Industry Innovation and Infrastructure,Yes,Teaches professional skills for design industry and innovation,2024-11-01 17:01:55.550792
DDES2102,12,Responsible Consumption and Production,Yes,Covers ethical constraints and sustainable design practice principles,2024-11-01 17:01:55.550794
DDES2102,17,Partnerships for the Goals,Yes,Emphasizes stakeholder collaboration and industry partnerships,2024-11-01 17:01:55.550797
DDES1021,4,Quality Education,Yes,Course provides technical education in jewellery design and manufacturing,2024-11-01 17:01:59.748722
DDES1021,8,Decent Work and Economic Growth,Yes,Teaches skills for employment in fashion/jewellery industry,2024-11-01 17:01:59.748730
DDES1021,9,Industry Innovation and Infrastructure,Yes,Focuses on design innovation and manufacturing techniques,2024-11-01 17:01:59.748732
DDES1021,12,Responsible Consumption and Production,Yes,Teaches sustainable design and production methods for jewellery,2024-11-01 17:01:59.748733
DDES1021,17,Partnerships for the Goals,No,No explicit focus on partnerships or global collaboration,2024-11-01 17:01:59.748735
DDES2121,4,Quality Education,Yes,Course provides design education at undergraduate level with focus on technical and creative skills,2024-11-01 17:02:04.510589
DDES2121,9,Industry Innovation and Infrastructure,Yes,Students learn design and fabrication processes for object creation,2024-11-01 17:02:04.510601
DDES2121,11,Sustainable Cities and Communities,Yes,Course explores biophilic design and creating objects that connect people with nature,2024-11-01 17:02:04.510604
DDES2121,12,Responsible Consumption and Production,Yes,"Focus on responsible design practice, material resources, and ecological awareness",2024-11-01 17:02:04.510606
DDES2121,13,Climate Action,Yes,Addresses environmental concerns and human impact on ecosystems,2024-11-01 17:02:04.510609
DDES2121,15,Life on Land,Yes,Studies natural world systems and biophilia to understand and protect ecosystems,2024-11-01 17:02:04.510612
DDES1024,4,Quality Education,Yes,Course provides specialized technical education in jewellery design and making,2024-11-01 17:02:16.653832
DDES1024,8,Decent Work and Economic Growth,Yes,Course develops professional skills and industry partnerships for future employment,2024-11-01 17:02:16.653843
DDES1024,9,Industry Innovation and Infrastructure,Yes,Students learn innovative design techniques and work with industry partners,2024-11-01 17:02:16.653846
DDES1024,12,Responsible Consumption and Production,Yes,Course teaches sustainable material use and responsible production practices,2024-11-01 17:02:16.653848
DDES9010,4,Quality Education,Yes,Course provides postgraduate design education focused on developing critical thinking and technical skills,2024-11-01 17:02:21.352625
DDES9010,8,Decent Work and Economic Growth,Yes,Develops professional design capabilities that enhance employability and innovation,2024-11-01 17:02:21.352636
DDES9010,9,Industry Innovation and Infrastructure,Yes,Focuses on developing innovative design solutions and communication methods,2024-11-01 17:02:21.352639
DDES9010,11,Sustainable Cities and Communities,Yes,Addresses design's impact on social and environmental contexts in urban settings,2024-11-01 17:02:21.352641
DDES9010,12,Responsible Consumption and Production,Yes,Teaches critical analysis of design process and impact on environmental contexts,2024-11-01 17:02:21.352643
DDES9010,17,Partnerships for the Goals,Yes,Integrates design practice with social and environmental considerations for broader impact,2024-11-01 17:02:21.352645
DDES9016,4,Quality Education,Yes,Course provides postgraduate design education focused on complex problem-solving and research,2024-11-01 17:02:25.748422
DDES9016,9,"Industry, Innovation and Infrastructure",Yes,Students learn to develop innovative design solutions and briefs for contemporary challenges,2024-11-01 17:02:25.748434
DDES9016,11,Sustainable Cities and Communities,Yes,Course addresses sustainability challenges in contemporary society through design,2024-11-01 17:02:25.748437
DDES9016,12,Responsible Consumption and Production,Yes,"Students explore responsible design practices, materials, and supply chains",2024-11-01 17:02:25.748439
DDES9016,13,Climate Action,Yes,Course examines sustainability and environmental challenges through design solutions,2024-11-01 17:02:25.748442
DDES9016,17,Partnerships for the Goals,Yes,Course promotes interdisciplinary collaboration and stakeholder engagement for sustainable development,2024-11-01 17:02:25.748445
DDES9991,4,Quality Education,Yes,Course provides postgraduate technical education in visualization and immersive technologies,2024-11-01 17:02:29.474286
DDES9991,8,Decent Work and Economic Growth,Yes,Students engage with industry partners and develop professional capabilities for employment,2024-11-01 17:02:29.474293
DDES9991,9,Industry Innovation and Infrastructure,Yes,Course focuses on advanced visualization and simulation technologies for industry applications,2024-11-01 17:02:29.474294
DDES9991,17,Partnerships for the Goals,Yes,Course involves partnerships between university and industry for student placements and mentoring,2024-11-01 17:02:29.474296
DDES9901,4,Quality Education,Yes,Course provides postgraduate education in immersive technology design and experience,2024-11-01 17:02:33.131036
DDES9901,8,Decent Work and Economic Growth,Yes,Focuses on workplace and industry applications of immersive technologies,2024-11-01 17:02:33.131047
DDES9901,9,Industry Innovation and Infrastructure,Yes,Teaches design and implementation of innovative immersive technologies for industry use,2024-11-01 17:02:33.131050
DDES9901,12,Responsible Consumption and Production,Yes,Examines appropriate and responsible use of immersive technologies in different contexts,2024-11-01 17:02:33.131052
DDES1042,4,Quality Education,Yes,Course provides technical education in design and data visualization,2024-11-01 17:02:44.702762
DDES1042,8,Decent Work and Economic Growth,Yes,Develops professional skills in graphic design and wayfinding systems,2024-11-01 17:02:44.702770
DDES1042,9,Industry Innovation and Infrastructure,Yes,Teaches innovative approaches to data visualization and navigation systems,2024-11-01 17:02:44.702772
DDES1042,11,Sustainable Cities and Communities,Yes,Focuses on wayfinding systems that make public spaces more accessible and navigable,2024-11-01 17:02:44.702774
DDES1042,12,Responsible Consumption and Production,Yes,Teaches information design principles for clear communication and efficient navigation,2024-11-01 17:02:44.702775
DDES9143,4,Quality Education,Yes,Course provides postgraduate education in graphic design and visual communication,2024-11-01 17:02:49.627257
DDES9143,8,Decent Work and Economic Growth,Yes,Develops professional skills in graphic design for employment and industry,2024-11-01 17:02:49.627267
DDES9143,10,Reduced Inequalities,Yes,Addresses design for diverse audiences and cultural contexts,2024-11-01 17:02:49.627270
DDES9143,11,Sustainable Cities and Communities,Yes,Examines graphic design's role in social policy and community communication,2024-11-01 17:02:49.627272
DDES9143,12,Responsible Consumption and Production,Yes,"Explores strategic communication between clients and public, product advertising",2024-11-01 17:02:49.627275
DDES9143,16,"Peace, Justice and Strong Institutions",Yes,Examines design's role in national iconography and social policy communication,2024-11-01 17:02:49.627277
DDES9143,17,Partnerships for the Goals,Yes,Focuses on designing for both national and global audiences,2024-11-01 17:02:49.627279
DDES2110,4,Quality Education,Yes,Course provides technical education in 3D visualization and computer graphics,2024-11-01 17:02:53.109463
DDES2110,8,Decent Work and Economic Growth,Yes,Develops professional skills for digital media and creative industries,2024-11-01 17:02:53.109471
DDES2110,9,Industry Innovation and Infrastructure,Yes,Teaches advanced digital technologies and computer-generated imagery,2024-11-01 17:02:53.109472
DDES2110,12,Responsible Consumption and Production,Yes,Students learn digital production methods that don't require physical materials,2024-11-01 17:02:53.109474
DDES1033,3,Good Health and Well-being,Yes,Course focuses on play and sensory experiences that promote mental wellbeing,2024-11-01 17:02:57.706827
DDES1033,4,Quality Education,Yes,Provides hands-on experiential learning in design and construction skills,2024-11-01 17:02:57.706835
DDES1033,8,Decent Work and Economic Growth,No,Not enough information,2024-11-01 17:02:57.706838
DDES1033,9,Industry Innovation and Infrastructure,Yes,Students learn innovative design and construction methods,2024-11-01 17:02:57.706839
DDES1033,11,Sustainable Cities and Communities,Yes,Focus on creating inclusive playful spaces that enhance community connection,2024-11-01 17:02:57.706842
DDES1033,12,Responsible Consumption and Production,Yes,Emphasis on material selection and construction methods,2024-11-01 17:02:57.706844
DDES1033,17,Partnerships for the Goals,Yes,Course involves collaborative group work and partnerships between students,2024-11-01 17:02:57.706845
DDES9144,4,Quality Education,Yes,Course provides postgraduate technical education in graphic design and user interface development,2024-11-01 17:03:01.394378
DDES9144,8,Decent Work and Economic Growth,Yes,Develops professional skills for digital interface design industry,2024-11-01 17:03:01.394386
DDES9144,9,Industry Innovation and Infrastructure,Yes,Focuses on developing innovative digital interfaces and technical infrastructure,2024-11-01 17:03:01.394387
DDES9144,12,Responsible Consumption and Production,Yes,Teaches principles of user-centered design for efficient digital product development,2024-11-01 17:03:01.394389
DDES9012,3,Good Health and Well-being,No,Not enough information,2024-11-01 17:03:06.719282
DDES9012,4,Quality Education,Yes,Course provides postgraduate design education with focus on critical thinking and professional standards,2024-11-01 17:03:06.719294
DDES9012,8,Decent Work and Economic Growth,No,Not enough information,2024-11-01 17:03:06.719297
DDES9012,9,"Industry, Innovation and Infrastructure",Yes,Course develops innovative design solutions and professional design capabilities,2024-11-01 17:03:06.719300
DDES9012,10,Reduced Inequalities,Yes,Course emphasizes human-centered design and addresses social issues with focus on indigenous perspectives,2024-11-01 17:03:06.719303
DDES9012,11,Sustainable Cities and Communities,Yes,Course addresses real-world scenarios and emergency response in communities,2024-11-01 17:03:06.719307
DDES9012,12,Responsible Consumption and Production,No,Not enough information,2024-11-01 17:03:06.719309
DDES9012,13,Climate Action,No,Not enough information,2024-11-01 17:03:06.719310
DDES9012,16,"Peace, Justice and Strong Institutions",Yes,Course emphasizes critical analysis of social issues and empowerment of stakeholders,2024-11-01 17:03:06.719312
DDES9012,17,Partnerships for the Goals,Yes,Course fosters interdisciplinary collaboration and peer mentoring,2024-11-01 17:03:06.719314
DDES1000,4,Quality Education,Yes,Course provides design education with focus on Indigenous knowledge and methods,2024-11-01 17:03:21.161516
DDES1000,10,Reduced Inequalities,Yes,Incorporates Indigenous perspectives and protocols into design education,2024-11-01 17:03:21.161523
DDES1000,11,Sustainable Cities and Communities,Yes,Teaches place-based design and engagement with local ecosystems,2024-11-01 17:03:21.161526
DDES1000,12,Responsible Consumption and Production,Yes,Emphasizes sustainable and responsible material sourcing and production methods,2024-11-01 17:03:21.161527
DDES1000,15,Life on Land,Yes,Focuses on connection with Country and natural ecosystems,2024-11-01 17:03:21.161529
DDES1000,17,Partnerships for the Goals,Yes,"Involves collaboration between university, Indigenous knowledge holders, and art museum",2024-11-01 17:03:21.161531
DDES9013,3,Good Health and Well-being,No,Not explicitly addressed in course content,2024-11-01 17:03:26.361025
DDES9013,4,Quality Education,Yes,Course provides postgraduate design education focused on critical thinking and responsible practice,2024-11-01 17:03:26.361032
DDES9013,8,Decent Work and Economic Growth,No,Not explicitly addressed in course content,2024-11-01 17:03:26.361034
DDES9013,10,Reduced Inequalities,Yes,Course examines cultural sensitivity and diverse stakeholder perspectives in design,2024-11-01 17:03:26.361035
DDES9013,11,Sustainable Cities and Communities,Yes,Course addresses sustainability issues within local and global frameworks,2024-11-01 17:03:26.361037
DDES9013,12,Responsible Consumption and Production,Yes,Course focuses on sustainable and responsible design practices,2024-11-01 17:03:26.361039
DDES9013,13,Climate Action,Yes,Course includes environmental considerations in design context,2024-11-01 17:03:26.361040
DDES9013,16,"Peace, Justice and Strong Institutions",Yes,Course examines ethical issues and responsible global design practice,2024-11-01 17:03:26.361041
DDES9013,17,Partnerships for the Goals,Yes,Course explicitly uses UN SDGs as analysis tools and promotes stakeholder collaboration,2024-11-01 17:03:26.361043
DDES2110,4,Quality Education,Yes,Course provides technical education in 3D visualization and computer modeling,2024-11-01 17:03:30.561424
DDES2110,8,Decent Work and Economic Growth,Yes,Develops professional skills for digital media and creative industries,2024-11-01 17:03:30.561429
DDES2110,9,Industry Innovation and Infrastructure,Yes,Teaches advanced digital technologies and computer-generated imagery,2024-11-01 17:03:30.561430
DDES2110,12,Responsible Consumption and Production,Yes,Focuses on digital/virtual creation rather than physical materials,2024-11-01 17:03:30.561431
