"course_code","sdg_number","sdg_name","addressed","target_number","target_name","justification","timestamp"
"LAWS3248","9","Industry, Innovation and Infrastructure","Yes","9.5","Enhance research and upgrade industrial technologies","The outline explicitly covers ""the law of patents, which protects new innovations"" and will look at ""emerging issues such as the protection of biotechnology,"" directly addressing the legal framework that supports research and innovation within industries.","2025-04-29 22:20:40.042795"
"LAWS3248","16","Peace, Justice and Strong Institutions","Yes","16.3","Promote the rule of law and ensure equal access to justice","The course focuses on ""Australian intellectual property (IP) law,"" including ""the law of registered trade marks and related doctrines such as the tort of passing off and the consumer protection scheme contained in the Australian Consumer Law"" and ""the law of patents,"" which directly contributes to understanding and applying the rule of law within the context of intellectual property rights and access to legal protections.","2025-04-29 22:20:40.042892"
"LAWS3248","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:20:40.044227"
"MDIA5032","4","Quality Education","Yes","4.4","Increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship.","The course description explicitly states the course provides ""pivotal skills in public relations, advertising, journalism, or for anyone seeking to persuade the public sphere,"" directly linking the learned communication skills to employment in specific fields.","2025-04-29 22:20:44.544282"
"MDIA5032","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:20:44.545563"
"CVEN4102","4","Quality Education","Yes","4.4","Skills for employment, decent jobs and entrepreneurship","The course aims to introduce students to ""problem solving as a discipline"" and covers ""issues to do with resources (materials, equipment, people), cost and time in engineering operations and on engineering projects,"" with examples chosen to ""highlight efficient practices and methods."" This directly contributes to equipping students with relevant skills for employment in the engineering sector.","2025-04-29 22:20:46.791864"
"CVEN4102","9","Industry, Innovation and Infrastructure","Yes","9.1","Develop quality, reliable, sustainable and resilient infrastructure","The course focuses on ""engineering operations and projects,"" including the ""design, construction and commissioning of infrastructure."" Learning outcomes include explaining ""the process of construction operations,"" designing ""a permanent or temporary structure,"" and selecting ""a suitable method for constructing underground tunnels."" This directly addresses the development of infrastructure.","2025-04-29 22:20:46.791936"
"CVEN4102","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:20:46.793193"
"HUMS1006","4","Quality Education","Yes","4.4","Skills for employment","The course description states ""Presentation skills are really essential in future career, and I'm very glad there is a course teaching it systematically,"" directly linking the skills taught to future employment.","2025-04-29 22:20:48.844865"
"HUMS1006","16","Peace, Justice and Strong Institutions","Yes","16.10","Public access to information and fundamental freedoms","The course aims to help students ""Find your voice and speak with confidence. Tell a story, pitch a concept, engage an audience and share ideas,"" which supports the ability to communicate and share information publicly.","2025-04-29 22:20:48.844921"
"HUMS1006","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:20:48.846179"
"CEIC4952","4","Quality Education","Yes","4.4","Skills for employment","The outline explicitly states that the course ""provides you with an opportunity to demonstrate to professional bodies and potential employers that you can research and propose solutions to a significant problem, manage a large, open ended project, and communicate your findings in a professional manner,"" directly supporting the development of skills for employment.","2025-04-29 22:20:52.019923"
"CEIC4952","9","Industry, Innovation and Infrastructure","Yes","9.5","Enhance research and upgrade industrial technologies","The course description explicitly states that ""Research in the School of Chemical Engineering is transforming how we feed the world, treat disease, produce resources, develop new products and power our economy"" and that students will ""continue to engage with this research and/or industrial research and development,"" directly linking the course content to enhancing research and potentially upgrading industrial technologies.","2025-04-29 22:20:52.020030"
"CEIC4952","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:20:52.021518"
"COMP9201","4","Quality Education","Yes","4.4","Skills for employment, decent jobs and entrepreneurship","The course aims to provide ""an in-depth understanding of the underlying operating systems"" and ""practical experience within the operating system itself"" to develop ""a critical and valued skill enabling students to understand, analyse, and implement complex software systems at any level of the software stack,"" which is directly relevant to developing skills for employment in the computer science and engineering field.","2025-04-29 22:20:55.910217"
"COMP9201","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:20:55.911467"
"NEUR2201","3","Good Health and Well-being","Yes","3.4","Non-communicable diseases and mental health","The course description states it ""will address current topics in modern neuroscience"" and explores topics ""from molecular and cellular processes, through to the level of the whole animal."" Understanding the nervous system at these levels is fundamental to investigating and addressing neurological and mental health conditions, which fall under non-communicable diseases.","2025-04-29 22:20:59.523112"
"NEUR2201","4","Quality Education","Yes","4.7","Education for sustainable development and global citizenship","The group project ""Neuroscience in the Media"" requires students to ""analyse the neuroscience presented, and also analyse the intent and effectiveness of the media item,"" which promotes critical thinking and media literacy skills relevant to understanding complex issues, including those related to sustainable development.","2025-04-29 22:20:59.523212"
"NEUR2201","17","Partnerships for the Goals","Yes","17.16","Global Partnership for Sustainable Development","The course involves a ""Group project 'Neuroscience in the Media'"" and requires students to ""Analyse strengths and weaknesses of teamwork and relate that to the quality of the group project,"" which directly fosters collaborative skills essential for partnerships.","2025-04-29 22:20:59.523243"
"NEUR2201","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:20:59.524293"
"AVIA1401","3","Good Health and Well-being","Yes","3.9","Reduce deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","The course description explicitly states it examines ""human behaviour... with the intent to optimise the relationship between humans and their environment"" and applies these principles to ""various industries, including aviation to understand the design of systems... for human use."" CLO2 is to ""Appraise individual and operational factors capable of affecting human performance in aviation."" CLO3 is to ""Evaluate the effectiveness and intuitiveness of physical objects/apparatuses used within aviation, and redesign those which are not considered user-friendly."" CLO4 is to ""Assess existing systems, processes, and design, from a human factors perspective, and translate these to the aviation industry."" By focusing on human factors in aviation system design and performance, the course directly addresses the safety science of human performance, which is critical in preventing accidents and incidents that could lead to deaths and illnesses related to the aviation environment.","2025-04-29 22:21:04.922870"
"AVIA1401","4","Quality Education","Yes","4.4","Skills for employment","The course aims to support students to ""develop an understanding of human performance and the way that it affects the aviation industry"" and provides opportunities for students to ""actively engage in the learning process as part of a community."" CLO5 is to ""Apply and appropriately adapt writing and communication skills and strategies for various stakeholders, needs and contexts."" The course includes assessments like essays and group presentations, requiring research and communication skills relevant to the aviation industry, directly contributing to skills needed for employment.","2025-04-29 22:21:04.922949"
"AVIA1401","9","Industry, Innovation and Infrastructure","Yes","9.1","Develop quality, reliable, sustainable and resilient infrastructure","The course description states it examines human behaviour ""with the intent to optimise the relationship between humans and their environment"" and applies principles to ""understand the design of systems (i.e., flight deck, consoles, aircraft, etc.) for human use."" CLO3 is to ""Evaluate the effectiveness and intuitiveness of physical objects/apparatuses used within aviation, and redesign those which are not considered user-friendly."" CLO4 is to ""Assess existing systems, processes, and design, from a human factors perspective, and translate these to the aviation industry."" By focusing on the design and assessment of aviation systems and infrastructure from a human factors perspective, the course directly contributes to developing reliable and potentially more resilient infrastructure by optimizing its interaction with human operators.","2025-04-29 22:21:04.923045"
"AVIA1401","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:04.924282"
"DART1351","4","Quality Education","Yes","4.4","Skills for employment","The course aims to develop students' ""critical understandings of the key themes within contemporary media arts"" and the ability to ""Construct a scholarly and critically-informed argument that engages with media arts theories and practices,"" which are academic skills applicable to further study or careers requiring critical analysis and scholarly communication.","2025-04-29 22:21:07.379420"
"DART1351","9","Industry, Innovation and Infrastructure","Yes","9.5","Enhance research and upgrade industrial technologies","The course explicitly examines ""current and emerging developments in the field"" of media arts and engages with ""software studies,"" indicating a focus on understanding and analyzing technological advancements relevant to the media arts industry.","2025-04-29 22:21:07.379476"
"DART1351","12","Responsible Consumption and Production","Yes","12.8","Knowledge relevant to sustainable development and lifestyles","The course schedule explicitly includes a topic on ""Eco Media,"" indicating that it will address themes related to environmental considerations within media arts, which aligns with promoting knowledge for sustainable development.","2025-04-29 22:21:07.379524"
"DART1351","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:07.380875"
"CVEN2002","4","Quality Education","Yes","4.4","Skills for employment","The course aims to enable students to ""apply the fundamentals of Numerical Methods and Statistics to Engineering problems in the fields of Civil and Environmental Engineering and Surveying"" and utilize ""MATLAB environment and programming for calculating solutions to numerical problems, graphical and statistical analyses"". These explicitly stated skills are directly relevant to employment in these engineering fields.","2025-04-29 22:21:11.279607"
"CVEN2002","6","Clean Water and Sanitation","Yes","6.a","International cooperation and capacity-building","The course explicitly applies numerical methods and statistics to problems in ""Environmental Engineering"". While not exclusively focused on water and sanitation, environmental engineering problems often involve these areas, and the computational skills taught are capacity-building for addressing such problems.","2025-04-29 22:21:11.279690"
"CVEN2002","9","Industry, Innovation and Infrastructure","Yes","9.4","Upgrade infrastructure and retrofit industries","The course focuses on applying ""advanced analytical, statistical and numerical techniques to the solution of engineering problems relevant to civil and environmental engineers and surveyors"". These techniques are fundamental tools used in the design, analysis, and potential upgrading of infrastructure.","2025-04-29 22:21:11.279757"
"CVEN2002","11","Sustainable Cities and Communities","Yes","11.3","Inclusive and sustainable urbanization","The course applies computational techniques to problems in ""Civil and Environmental Engineering and Surveying"". These fields are directly involved in the planning, design, and management of urban infrastructure and environments, and the analytical skills provided are necessary for addressing the complexities of sustainable urbanization.","2025-04-29 22:21:11.279823"
"CVEN2002","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:11.281193"
"ZEIT8220","4","Quality Education","Yes","4.4","Skills for employment","The course aims to ""Equip students with a comprehensive knowledge of existing and emerging propulsion technologies... to go about selecting such technologies for space missions"" and is designed for students who ""may pursue design and development of actual propulsion systems in the future"" or are ""entering the space industry that may need to use and select existing propulsion systems for their missions"", directly supporting the development of skills for employment.","2025-04-29 22:21:15.981162"
"ZEIT8220","9","Industry, Innovation and Infrastructure","Yes","9.5","Enhance research and upgrade industrial technologies","The course covers ""current and emerging propulsion technologies"" and aims to equip students with the knowledge and analytical tools to ""critically evaluate different technologies"" and ""select such technologies for space missions"", directly contributing to enhancing research and upgrading industrial technologies in the space sector.","2025-04-29 22:21:15.981225"
"ZEIT8220","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:15.982444"
"MARK5820","4","Quality Education","Yes","4.4","Skills for employment","The course aims ""to develop the practical skills and knowledge required for events and marketing practitioners"" and students will ""engage with the various aspects of managing and marketing successful events"" (CLO1), directly supporting the development of skills for employment.","2025-04-29 22:21:18.940986"
"MARK5820","8","Decent Work and Economic Growth","Yes","8.9","Sustainable tourism","The course explicitly states students will ""identify the impacts of events on local and wider community, environment, and economy for tourism development and sustainable business practices"" and aims ""to describe the role of different types of events for sustainable business and host community development"", directly linking event management to sustainable tourism.","2025-04-29 22:21:18.941056"
"MARK5820","11","Sustainable Cities and Communities","Yes","11.4","Protect cultural and natural heritage","The course aims ""to understand the potential impacts of events on economy, society, culture and environment"" and students will ""Identify the economic, social, cultural, and environmental impacts of different types of events"", which includes understanding impacts on cultural aspects of communities.","2025-04-29 22:21:18.941108"
"MARK5820","12","Responsible Consumption and Production","Yes","12.b","Sustainable tourism monitoring","The course explicitly aims ""to understand the importance of sustainability in the context of events"" and students will ""Demonstrate an ability to identify sustainable event practices"" (CLO4), directly supporting the identification and monitoring of sustainable practices within the events sector.","2025-04-29 22:21:18.941156"
"MARK5820","13","Climate Action","Yes","13.3","Education on climate change mitigation","The course aims ""to understand the potential impacts of events on economy, society, culture and environment"" and students will ""Identify the economic, social, cultural, and environmental impacts of different types of events"", which includes understanding environmental impacts relevant to climate change.","2025-04-29 22:21:18.941198"
"MARK5820","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:18.942513"
"MATH2701","4","Quality Education","Yes","4.3","Equal access to technical, vocational and higher education","The outline describes an undergraduate course in Abstract Algebra and Fundamental Analysis, explicitly stating it is designed to ""help students develop the ability to write rigorous mathematical proofs"" and serves as ""excellent preparation for the third year Pure Mathematics courses,"" directly contributing to providing access to higher education in mathematics.","2025-04-29 22:21:23.764732"
"MATH2701","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:23.765925"
"ZEIT1600","4","Quality Education","Yes","4.4","Skills for employment","The outline explicitly states the course ""introduces students to the Civil Engineering discipline and its various specialised fields"" and aims ""To introduce students to the Civil Engineering Practice"", which directly contributes to equipping students with relevant skills for employment in the civil engineering sector.","2025-04-29 22:21:28.883157"
"ZEIT1600","9","Industry, Innovation and Infrastructure","Yes","9.1","Develop quality, reliable, sustainable and resilient infrastructure","The course explicitly introduces students to the ""Civil Engineering discipline"" and the ""design and construction of a residential house"", which are fundamental aspects of developing infrastructure.","2025-04-29 22:21:28.883205"
"ZEIT1600","11","Sustainable Cities and Communities","Yes","11.3","Enhance inclusive and sustainable urbanization","The course introduces students to ""Civil Engineering discipline"" and the ""design and construction of a residential house"", which are components of urban development and can contribute to sustainable urbanization.","2025-04-29 22:21:28.883242"
"ZEIT1600","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:28.884413"
"DIET2002","2","Zero Hunger","Yes","2.2","End all forms of malnutrition","The course aims to ""build your knowledge and skills about appropriate methods for collecting, analysing and interpreting data from dietary intake... of individuals and populations"" and ""compare individual dietary data to reference standards"". This directly supports understanding and identifying malnutrition.","2025-04-29 22:21:33.184631"
"DIET2002","3","Good Health and Well-being","Yes","3.4","Reduce non-communicable diseases and promote mental health","The course focuses on assessing ""how diet, physical activity and body composition is measured and assessed"" and making ""recommendations that are sustainable and feasible for the client"" based on dietary analysis. This directly relates to preventing and managing non-communicable diseases linked to diet and physical activity.","2025-04-29 22:21:33.184695"
"DIET2002","4","Quality Education","Yes","4.4","Skills for employment","The course is designed for ""Health Professionals"" and aims to ""build your knowledge and skills"" in dietary and physical activity assessment, including using ""dietary data analysis software"", which are practical skills directly applicable to professional roles in health and nutrition.","2025-04-29 22:21:33.184740"
"DIET2002","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:33.186558"
"ZEIT3605","4","Quality Education","Yes","4.3","Technical, vocational and tertiary education","The outline describes a ""senior design course"" at the undergraduate level, focusing on ""concepts and methods of reinforced concrete design"" and applying ""rules of the Australian Concrete Standard AS3600"", directly contributing to providing relevant skills for technical and professional careers.","2025-04-29 22:21:38.663327"
"ZEIT3605","9","Industry, Innovation and Infrastructure","Yes","9.1","Develop quality, reliable, sustainable and resilient infrastructure","The course explicitly focuses on the ""Design of Concrete and Prestressed Concrete Structures"" and applying ""rules of the Australian Concrete Standard AS3600"", which directly contributes to the knowledge and skills required for developing reliable and resilient infrastructure.","2025-04-29 22:21:38.663414"
"ZEIT3605","11","Sustainable Cities and Communities","Yes","11.3","Inclusive and sustainable urbanization","The course focuses on the design of concrete structures (beams, slabs, columns, footings), which are fundamental components of urban infrastructure. The application of design standards (AS3600) implies a contribution to safe and potentially sustainable building practices within urban environments.","2025-04-29 22:21:38.663474"
"ZEIT3605","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:38.664970"
"COMP3511","4","Quality Education","Yes","4.4","Increase the number of people who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship.","The course description states the topics ""aim to equip you with the skills necessary to design websites, mobile apps, and various software packages,"" and a course aim is to ""maintain a real-world perspective to applying this knowledge in industry,"" directly supporting the development of relevant skills for employment.","2025-04-29 22:21:46.087257"
"COMP3511","10","Reduced Inequalities","Yes","10.2","Promote universal social, economic and political inclusion of all, irrespective of age, sex, disability, race, ethnicity, origin, religion or economic or other status.","CLO7 explicitly states students will ""Explain how user-centred design processes should be inclusive of all users, including international audiences, those with special needs, such as disabilities... and use this knowledge to design interfaces appropriate to a particular group of users,"" directly addressing the inclusion of individuals with disabilities and international audiences.","2025-04-29 22:21:46.087352"
"COMP3511","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:46.088729"
"PSYC2101","3","Good Health and Well-being","Yes","3.4","Non-communicable diseases and mental health","The course explicitly states it will cover ""common mental disorders, including disruptive behaviour, anxiety, mood, eating, psychotic, and personality disorders"" and ""empirically supported approaches to treating mental disorders."" This directly contributes to understanding and addressing mental health conditions, which are a key component of this target.","2025-04-29 22:21:49.819040"
"PSYC2101","4","Quality Education","Yes","4.7","Education for sustainable development and global citizenship","The course includes a learning outcome to ""Critically evaluate the reliability, validity, and ethical implications of contemporary measures of psychological functioning,"" which promotes critical thinking and ethical considerations relevant to responsible professional practice.","2025-04-29 22:21:49.819156"
"PSYC2101","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:49.820399"
"ANAT2111","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:51.413872"
"EXPT1182","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:52.334329"
"JURD7603","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:53.153548"
"DDES9143","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:53.972999"
"SWCH9032","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:55.814189"
"FINS5512","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:57.044623"
"SOCW3006","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:57.965274"
"ZPEM8102","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:21:59.295933"
"PTRL4012","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:00.116220"
"JURD7534","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:00.825084"
"DATA3001","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:01.959789"
"BINF3020","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:02.880797"
"MSCI5005","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:04.109280"
"DDES1033","4","Quality Education","Yes","4.4","Skills for employment","The outline explicitly states the course aims to provide ""knowledge and skills required to conceive, develop and accurately document design projects"" and lists learning outcomes such as ""Demonstrate and implement technical skills and knowledge in the construction and installation of a design solution"" and ""Develop a range of documentation methods that communicate the experience of a spatial installation"". These directly relate to developing practical skills relevant to design professions.","2025-04-29 22:22:06.465944"
"DDES1033","11","Sustainable Cities and Communities","Yes","11.7","Inclusive and accessible green and public spaces","The course description states the course aims to ""produce human-centred spatial outcomes that facilitate unique connections between yourself and others, and the surrounding"" and ""design and prototype solutions for temporary spaces uniquely suited to enhance playful experience and connection"". This focus on creating human-centred, connective, and experiential spaces directly contributes to the target of providing access to inclusive and accessible public spaces.","2025-04-29 22:22:06.466020"
"DDES1033","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:06.467333"
"JURD7270","4","Quality Education","Yes","4.4","Skills for employment","The outline states the course ""will instil in students an appreciation of the essential notions that underpin international, transnational and comparative law"" and includes learning outcomes such as ""Demonstrate effective oral communication skills"" and ""Demonstrate effective written communication skills,"" which are skills relevant for employment in legal fields with an international dimension.","2025-04-29 22:22:10.357975"
"JURD7270","16","Peace, Justice and Strong Institutions","Yes","16.3","Rule of law","The course description explicitly states it introduces students to ""public international law, private international law, comparative law and transnational law"" and aims to ""instil in students an appreciation of the essential notions that underpin international, transnational and comparative law, such as sovereignty, private international law, and transplantation of law,"" directly contributing to understanding and applying the rule of law at national and international levels.","2025-04-29 22:22:10.358032"
"JURD7270","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:10.358912"
"COMP6447","4","Quality Education","Yes","4.4","Skills for employment, decent jobs and entrepreneurship","The course aims to ""introduce students to the principal concepts in offensive cyber security"" and enable them to ""analyse vulnerabilities"" and ""develop remedies"", providing skills directly applicable to the cybersecurity job market.","2025-04-29 22:22:14.892096"
"COMP6447","9","Industry, Innovation and Infrastructure","Yes","9.1","Develop quality, reliable, sustainable and resilient infrastructure","The course focuses on identifying and remedying ""vulnerabilities in complex software used on widespread systems"", directly contributing to the resilience and reliability of infrastructure reliant on such systems.","2025-04-29 22:22:14.892155"
"COMP6447","16","Peace, Justice and Strong Institutions","Yes","16.a","Strengthen relevant national institutions, including through international cooperation, for building capacity at all levels, in particular in developing countries, for preventing violence and combating terrorism and crime","The course aims to provide students with an ""understanding of the key legal, ethical, and professional issues of offensive-defence"" and the ability to ""apply this understanding to design and conduct professional offensive-defence operations"", which can contribute to strengthening institutions against cybercrime.","2025-04-29 22:22:14.892233"
"COMP6447","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:14.893616"
"ARTS1690","4","Quality Education","Yes","4.4","Skills for employment, decent jobs and entrepreneurship","The course description states ""You will learn to analyse language using appropriate linguistic concepts and terminology"" and the learning outcomes include ""Apply the techniques of phonetics/phonology to transcription and data analysis"" and ""Analyse the morphological structure of words and clauses/sentences"", which are specific skills developed through the course content.","2025-04-29 22:22:19.675490"
"ARTS1690","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:19.676831"
"TABL5575","4","Quality Education","Yes","4.4","Skills for employment","The course description states it ""will equip you with valuable skills necessary to be recognised as a leader in business or government"" and is designed to produce a ""tax professional with the education, skills and critical faculties appropriate to a Masters graduate"". This directly aligns with developing skills for employment.","2025-04-29 22:22:25.680324"
"TABL5575","8","Decent Work and Economic Growth","Yes","8.1","Sustainable economic growth","The course description states tax systems are ""critically important to the efficient functioning of any modern economy"" and the course provides ""the theoretical foundation and practical skills to evaluate the current design of the Australian tax system and formulate options for tax reform"". This directly relates to the policies and systems that underpin economic growth.","2025-04-29 22:22:25.680409"
"TABL5575","10","Reduced Inequalities","Yes","10.4","Fiscal, wage and social protection policies","The course description explicitly mentions evaluating tax systems using criteria including ""equity"". Course Learning Outcome 4 is to ""Interpret and systematically evaluate tax decision outcomes, leveraging a critical mindset for policy analysis,"" and Course Learning Outcome 5 is to ""Apply a critical lens and practical methodologies to dissect tax policy issues"". This directly relates to analyzing policies that impact inequality.","2025-04-29 22:22:25.680476"
"TABL5575","16","Peace, Justice and Strong Institutions","Yes","16.6","Effective, accountable and transparent institutions","The course description states the course covers ""the political process and institutions that are key to introducing and implementing tax law"" and aims to develop a ""critical understanding of key concepts and institutions relevant to policy application"". This directly relates to understanding and potentially improving the effectiveness and accountability of institutions involved in tax policy.","2025-04-29 22:22:25.680543"
"TABL5575","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:25.681961"
"INFS5720","4","Quality Education","Yes","4.4","Skills for employment","The outline explicitly states the course aims to ""provide you with advanced business analytics methods"" and ""learn how to use Python to produce business insights and make data-driven decisions,"" which are skills directly relevant to employment in data-driven fields.","2025-04-29 22:22:28.789520"
"INFS5720","16","Peace, Justice and Strong Institutions","Yes","16.b","Promote and enforce non-discriminatory laws and policies for sustainable development","The outline explicitly includes a learning outcome (CLO5) to ""Examine the ethical implications of data analytics and communication and their impacts on business and society,"" which directly relates to understanding the potential societal impacts and the need for responsible practices in data handling and decision-making, aligning with the promotion of ethical and potentially non-discriminatory practices in business and society.","2025-04-29 22:22:28.789635"
"INFS5720","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:28.791397"
"PSYC7232","3","Good Health and Well-being","Yes","3.4","Non-communicable diseases and mental health","The course description states ""Research projects may be carried out on any topic that is relevant to clinical psychology"" and the course aims to develop skills in ""conducting research"" in this field. Clinical psychology research directly contributes to understanding and addressing mental health conditions, which are a key component of this target.","2025-04-29 22:22:31.655846"
"PSYC7232","4","Quality Education","Yes","4.b","Scholarships for higher education","The course is a ""Postgraduate"" level course, indicating it is part of higher education. While not explicitly mentioning scholarships, it contributes to the provision of higher education opportunities.","2025-04-29 22:22:31.655939"
"PSYC7232","16","Peace, Justice, and Strong Institutions","Yes","16.6","Effective, accountable and transparent institutions","CLO3 states students will ""Independently undertake research activities in an ethical manner."" Ethical research practices are fundamental to the integrity and accountability of research institutions.","2025-04-29 22:22:31.655980"
"PSYC7232","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:31.657326"
"MINE8101","4","Quality Education","Yes","4.4","Skills for employment","The outline states the course aims to equip students with a ""foundation in this critical industry"" and provides ""knowledge and skills needed to excel in the mining engineering field,"" directly supporting the development of skills for employment in the mining sector.","2025-04-29 22:22:36.161941"
"MINE8101","12","Responsible Consumption and Production","Yes","12.2","Sustainable management of natural resources","The outline explicitly states the course aims to cultivate a ""deep appreciation for sustainable mining practices, from the initial stages of exploration to the responsible closure of mining operations"" and includes a learning outcome to ""Appraise sustainable mining practices from exploration to mine closure,"" directly supporting the sustainable management of natural resources in the mining context.","2025-04-29 22:22:36.162028"
"MINE8101","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:36.163273"
"BEIL0010","4","Quality Education","Yes","4.4","Skills for employment","The outline explicitly states the course aims to ""Demonstrate collaborative skills in teamwork"" and ""Generate solutions to create value in built environment projects"", which are practical skills relevant to employment in the built environment sector.","2025-04-29 22:22:38.824486"
"BEIL0010","9","Industry, Innovation and Infrastructure","Yes","9.1","Develop quality, reliable, sustainable and resilient infrastructure","The course focuses on ""Creating Value for Built Environment Clients"" and examines ""real world BEIL0010 Creating Value for Built Environment Clients"" projects, directly relating to the development of infrastructure.","2025-04-29 22:22:38.824530"
"BEIL0010","11","Sustainable Cities and Communities","Yes","11.3","Inclusive and sustainable urbanization","The course examines ""interdisciplinary work that creates value to clients, our society and communities"" and explores ""conflicting values being created in our professional life and work"" within the built environment, which is directly relevant to the challenges of inclusive and sustainable urbanization.","2025-04-29 22:22:38.824574"
"BEIL0010","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:38.825730"
"HLTH1000","3","Good Health and Well-being","Yes","3.8","Achieve universal health coverage","The course aims to improve understanding of the ""Australian health care system"" and ""deliver high value person-centred care,"" which directly contributes to the knowledge required for achieving universal health coverage.","2025-04-29 22:22:44.558235"
"HLTH1000","4","Quality Education","Yes","4.4","Skills for employment","The course aims to improve understanding of ""the requirements of being a health professional in Australia"" and develop ""ability to work in interprofessional teams,"" providing skills directly relevant to employment in the healthcare sector.","2025-04-29 22:22:44.558287"
"HLTH1000","10","Reduced Inequalities","Yes","10.2","Promote universal social, economic and political inclusion","The course explicitly addresses applying a theoretical model to identify how factors impact access to healthcare services and treatment in ""diverse population groups, including Aboriginal and Torres Strait Islander,"" directly contributing to understanding and potentially reducing inequalities in healthcare access.","2025-04-29 22:22:44.558359"
"HLTH1000","17","Partnerships for the Goals","Yes","17.17","Encourage effective public, public-private and civil society partnerships","The course explicitly requires students to ""work in interprofessional teams with different types of health professionals"" and identify ""health system stakeholders involved"" in health promotion, directly promoting partnerships for achieving health-related goals.","2025-04-29 22:22:44.558413"
"HLTH1000","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:44.559772"
"HDAT9600","3","Good Health and Well-being","Yes","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access for all to medicines.","The course description explicitly states a ""particular focus on the flexibility of generalised linear models (GLMs)"" and their ""application in health research,"" including ""Effect modifications (interactions) and their meaning in a health context are explored."" The course aims to highlight the ""utility in the analysis of health data."" This directly supports the research and development aspect of this target by providing the statistical tools necessary to analyze health data, which is fundamental for understanding diseases and developing interventions.","2025-04-29 22:22:50.353827"
"HDAT9600","4","Quality Education","Yes","4.4","By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship.","The course outline describes the development of ""practical skills in data analysis"" through ""programming (in the R language)"" and ""interpretative tasks"" in the context of ""Health Data Analytics."" The course is part of the ""Health Data Science Program"" and incorporated into the ""Clinical Artificial Intelligence Pathway,"" indicating a focus on providing relevant technical skills for employment in these fields.","2025-04-29 22:22:50.353888"
"HDAT9600","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:50.354939"
"MDIA3097","4","Quality Education","Yes","4.4","Skills for employment","The outline explicitly states ""Employ independent learning and self-directed research activity and display intellectual rigour in their analysis and reporting of media’s role in contemporary cultures"" and ""Deploy appropriate concepts and methodologies for analysing diverse media and their impact on different social, cultural and/or political contexts"", which directly contribute to developing skills relevant for future employment in fields related to media analysis and research.","2025-04-29 22:22:55.207959"
